name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Donovan Mitchell,PG/SG,8500,CLE,45.12,23.54,5.3082352941176465,2.769411764705882,2.62,0
Brandin Podziemski,PG/SG,5000,GS,27.38,14.23,5.476,2.846,2.38,0
Jarrett Allen,C,6100,CLE,32.37,16.34,5.30655737704918,2.678688524590164,1.87,0
Darius Garland,PG,7300,CLE,37.88,19.02,5.189041095890412,2.605479452054795,1.38,0
Max Strus,SG/SF,4000,CLE,21.12,10.92,5.28,2.73,1.12,0
Davion Mitchell,PG,5000,MIA,25.62,12.04,5.124,2.408,0.62,0
Draymond Green,PF/C,5800,GS,29.62,14.68,5.106896551724138,2.5310344827586206,0.62,0
Jimmy Butler,SF/PF,8300,GS,41.88,24.1,5.04578313253012,2.9036144578313254,0.38,0
Evan Mobley,PF/C,8200,CLE,41.12,21.31,5.0146341463414625,2.598780487804878,0.12,0
Stephen Curry,PG,9000,GS,43.62,22.37,4.846666666666667,2.4855555555555555,-1.38,0
Andrew Wiggins,SF/PF,7100,MIA,33.88,16.78,4.771830985915494,2.363380281690141,-1.62,0
Kevon Looney,C,3100,GS,13.37,6.64,4.312903225806451,2.141935483870968,-2.13,0
Tyler Herro,PG,8400,MIA,39.12,21.52,4.6571428571428575,2.5619047619047617,-2.88,0
Gary Payton,SG/SF,3400,GS,14.12,7.54,4.152941176470589,2.2176470588235295,-2.88,0
Bam Adebayo,PF/C,8700,MIA,40.38,21.39,4.641379310344828,2.4586206896551723,-3.12,0
De'Andre Hunter,SF/PF,4900,CLE,20.88,11.04,4.261224489795918,2.253061224489796,-3.62,0
Moses Moody,SG/SF,4100,GS,16.62,9.01,4.053658536585366,2.1975609756097563,-3.88,0
Buddy Hield,SG,3300,GS,12.38,6.05,3.751515151515152,1.8333333333333333,-4.12,0
Ty Jerome,PG,4500,CLE,18.12,9.3,4.026666666666667,2.066666666666667,-4.38,0
Kel'el Ware,C,4900,MIA,19.88,10.99,4.057142857142857,2.242857142857143,-4.62,0
Alec Burks,PG/SG,3100,MIA,10.88,5.2,3.5096774193548392,1.6774193548387097,-4.62,0
Haywood Highsmith,SF/PF,3900,MIA,14.38,7.74,3.6871794871794874,1.9846153846153847,-5.12,0
Kyle Anderson,PF,3300,MIA,10.87,5.83,3.293939393939394,1.7666666666666666,-5.63,0
Isaac Okoro,SG/SF,3000,CLE,8.38,3.72,2.7933333333333334,1.24,-6.62,0
Quinten Post,C,3500,GS,10.62,5.58,3.0342857142857143,1.5942857142857143,-6.88,0
Duncan Robinson,SG/SF,3600,MIA,10.88,5.25,3.0222222222222226,1.4583333333333335,-7.12,0
Dean Wade,PF,3000,CLE,4.86,0.0,1.62,0.0,-15.0,1
Sam Merrill,SG,3000,CLE,6.3,0.0,2.1,0.0,-15.0,1
Steven Adams,C,3100,HOU,11.875,0.0,3.8306451612903225,0.0,-15.5,1
Dillon Brooks,PF,4700,HOU,21.185,0.0,4.507446808510638,0.0,-23.5,1
Jabari Smith,PF/C,4800,HOU,20.995,0.0,4.373958333333334,0.0,-24.0,1
Tari Eason,SF/PF,5500,HOU,20.71,0.0,3.7654545454545456,0.0,-27.5,1
Fred VanVleet,PG,6000,HOU,25.65,0.0,4.275,0.0,-30.0,1
Jalen Green,SG,6900,HOU,33.21,0.0,4.8130434782608695,0.0,-34.5,1
Amen Thompson,PG/SF,8000,HOU,38.949999999999996,0.0,4.8687499999999995,0.0,-40.0,1
Alperen Sengun,C,8800,HOU,39.615,0.0,4.501704545454546,0.0,-44.0,1
