name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Nikola Jokic,C,11500,DEN,69.12,33.94,6.010434782608696,2.9513043478260865,11.62,0
Jonathan Kuminga,PF,4200,GS,26.12,13.24,6.21904761904762,3.1523809523809527,5.12,0
James Harden,PG,8900,LAC,48.88,24.93,5.492134831460675,2.8011235955056177,4.38,0
Brandin Podziemski,PG/SG,5800,GS,33.12,16.46,5.710344827586206,2.8379310344827586,4.12,0
Stephen Curry,PG,9000,GS,49.12,25.15,5.457777777777777,2.7944444444444443,4.12,0
Jamal Murray,PG/SG,7400,DEN,40.62,21.24,5.489189189189188,2.87027027027027,3.62,0
Kawhi Leonard,PF,8400,LAC,44.12,23.45,5.252380952380952,2.7916666666666665,2.12,0
Draymond Green,PF/C,6200,GS,32.62,16.32,5.261290322580645,2.632258064516129,1.62,0
Ivica Zubac,C,7900,LAC,40.37,21.34,5.110126582278481,2.70126582278481,0.87,0
Norman Powell,SG/SF,5600,LAC,28.12,14.41,5.021428571428571,2.5732142857142857,0.12,0
Quinten Post,C,3800,GS,19.12,9.73,5.031578947368422,2.5605263157894735,0.12,0
Jimmy Butler,SF/PF,8200,GS,40.88,20.63,4.985365853658537,2.515853658536585,-0.12,0
Aaron Gordon,PF/C,6000,DEN,28.88,15.67,4.8133333333333335,2.611666666666667,-1.12,0
Christian Braun,SG/SF,5300,DEN,25.38,12.41,4.788679245283018,2.341509433962264,-1.12,0
Kevon Looney,C,3000,GS,13.37,6.89,4.456666666666666,2.2966666666666664,-1.63,0
Buddy Hield,SG,3300,GS,14.62,7.16,4.43030303030303,2.16969696969697,-1.88,0
Kris Dunn,PG/SG,4100,LAC,17.88,9.19,4.360975609756098,2.2414634146341466,-2.62,0
Moses Moody,SG/SF,4000,GS,16.88,8.61,4.22,2.1525,-3.12,0
Nicolas Batum,PF/C,3400,LAC,13.38,6.75,3.9352941176470595,1.9852941176470587,-3.62,0
Bogdan Bogdanovic,SG/SF,3100,LAC,9.88,4.39,3.1870967741935488,1.4161290322580644,-5.62,0
Michael Porter,SF,5700,DEN,22.62,11.65,3.9684210526315793,2.043859649122807,-5.88,0
Peyton Watson,SF/PF,3500,DEN,10.62,5.61,3.0342857142857143,1.6028571428571428,-6.88,0
Gui Santos,SF/PF,3000,GS,7.3,0.0,2.4333333333333336,0.0,-15.0,1
Ben Simmons,C,3000,LAC,6.6,0.0,2.1999999999999997,0.0,-15.0,1
DeAndre Jordan,C,3000,DEN,4.9,0.0,1.6333333333333335,0.0,-15.0,1
Derrick Jones,SF/PF,3300,LAC,13.3,0.0,4.030303030303031,0.0,-16.5,1
Jalen Pickett,PG/SG,3400,DEN,6.7,0.0,1.9705882352941175,0.0,-17.0,1
Gary Payton,SG/SF,3500,GS,15.3,0.0,4.371428571428571,0.0,-17.5,1
Julian Strawther,SG/SF,3600,DEN,3.7,0.0,1.027777777777778,0.0,-18.0,1
Steven Adams,C,3800,HOU,16.0,0.0,4.2105263157894735,0.0,-19.0,1
Jabari Smith,PF/C,4400,HOU,20.2,0.0,4.590909090909091,0.0,-22.0,1
Dillon Brooks,PF,4500,HOU,20.7,0.0,4.6,0.0,-22.5,1
Tari Eason,SF/PF,4800,HOU,21.9,0.0,4.5625,0.0,-24.0,1
Fred VanVleet,PG,6000,HOU,28.4,0.0,4.733333333333333,0.0,-30.0,1
Jalen Green,SG,7000,HOU,33.1,0.0,4.7285714285714295,0.0,-35.0,1
Amen Thompson,PG/SF,7300,HOU,33.7,0.0,4.616438356164384,0.0,-36.5,1
Alperen Sengun,C,8900,HOU,43.3,0.0,4.865168539325842,0.0,-44.5,1
