name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Delon Wright,UTIL,1600,NY,6.62,2.74,4.137499999999999,1.7125000000000001,-1.38,9.93,2400,0
Obi Toppin,UTIL,3600,IND,16.38,7.53,4.549999999999999,2.091666666666667,-1.62,24.57,5400,0
TJ McConnell,UTIL,4000,IND,18.12,8.8,4.53,2.2,-1.88,27.18,6000,0
Miles McBride,UTIL,2800,NY,11.88,5.4,4.242857142857143,1.9285714285714288,-2.12,17.82,4200,0
Ben Sheppard,UTIL,2400,IND,9.62,4.2,4.008333333333334,1.75,-2.38,14.43,3600,0
Landry Shamet,UTIL,2000,NY,7.12,2.86,3.56,1.43,-2.88,10.68,3000,0
Precious Achiuwa,UTIL,1000,NY,1.6,0.0,1.6,0.0,-5.0,0.0,1500,1
Cameron Payne,UTIL,1000,NY,0.4,0.0,0.4,0.0,-5.0,0.0,1500,1
Tony Bradley,UTIL,1200,IND,7.2,0.0,6.0,0.0,-6.0,0.0,1800,1
Bennedict Mathurin,UTIL,4400,IND,15.62,8.01,3.55,1.8204545454545455,-6.38,23.43,6600,0
Myles Turner,UTIL,7400,IND,28.38,14.64,3.835135135135135,1.9783783783783784,-8.62,42.57,11100,0
Tyrese Haliburton,UTIL,11200,IND,46.62,25.09,4.1625,2.2401785714285714,-9.38,69.93,16800,0
Karl-Anthony Towns,UTIL,10600,NY,43.38,22.73,4.09245283018868,2.1443396226415095,-9.62,65.07,15900,0
Josh Hart,UTIL,8000,NY,30.38,15.07,3.7975,1.88375,-9.62,45.57,12000,0
Andrew Nembhard,UTIL,6800,IND,24.38,11.94,3.5852941176470585,1.7558823529411764,-9.62,36.57,10200,0
Pascal Siakam,UTIL,9200,IND,36.38,19.5,3.954347826086957,2.1195652173913047,-9.62,54.57,13800,0
Mitchell Robinson,UTIL,5000,NY,15.37,8.72,3.074,1.7440000000000002,-9.63,23.06,7500,0
Jalen Brunson,UTIL,11600,NY,47.88,24.24,4.127586206896552,2.089655172413793,-10.12,71.82,17400,0
Aaron Nesmith,UTIL,6400,IND,21.62,11.11,3.3781250000000003,1.7359375,-10.38,32.43,9600,0
OG Anunoby,UTIL,7800,NY,28.12,15.11,3.605128205128205,1.9371794871794872,-10.88,42.18,11700,0
Mikal Bridges,UTIL,7600,NY,26.38,14.85,3.471052631578947,1.9539473684210524,-11.62,39.57,11400,0
