name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Buddy Hield,UTIL,2000,GS,10.88,5.42,5.44,2.71,0.88,16.32,3000,0
Kevon Looney,UTIL,1600,GS,8.37,3.9,5.23125,2.4375,0.37,12.56,2400,0
Moses Moody,UTIL,4000,GS,16.62,8.8,4.155,2.2,-3.38,24.93,6000,0
Gary Payton,UTIL,3600,GS,14.12,7.07,3.922222222222222,1.9638888888888892,-3.88,21.18,5400,0
Quinten Post,UTIL,2400,GS,7.38,3.7,3.075,1.5416666666666667,-4.62,11.07,3600,0
Gui Santos,UTIL,1000,GS,4.2,0.0,4.2,0.0,-5.0,0.0,1500,1
Brandin Podziemski,UTIL,7400,GS,28.88,14.24,3.9027027027027024,1.9243243243243244,-8.12,43.32,11100,0
Draymond Green,UTIL,8000,GS,30.12,14.57,3.765,1.82125,-9.88,45.18,12000,0
Jimmy Butler,UTIL,10600,GS,43.12,23.23,4.067924528301886,2.191509433962264,-9.88,64.68,15900,0
Stephen Curry,UTIL,11000,GS,43.62,23.24,3.9654545454545453,2.112727272727273,-11.38,65.43,16500,0
Steven Adams,UTIL,3200,HOU,16.9,0.0,5.281249999999999,0.0,-16.0,0.0,4800,1
Jabari Smith,UTIL,5600,HOU,20.5,0.0,3.6607142857142856,0.0,-28.0,0.0,8400,1
Dillon Brooks,UTIL,6000,HOU,22.5,0.0,3.75,0.0,-30.0,0.0,9000,1
Tari Eason,UTIL,7000,HOU,21.0,0.0,3.0,0.0,-35.0,0.0,10500,1
Fred VanVleet,UTIL,7800,HOU,27.8,0.0,3.5641025641025643,0.0,-39.0,0.0,11700,1
Jalen Green,UTIL,8600,HOU,33.4,0.0,3.883720930232558,0.0,-43.0,0.0,12900,1
Amen Thompson,UTIL,9600,HOU,37.6,0.0,3.9166666666666665,0.0,-48.0,0.0,14400,1
Alperen Sengun,UTIL,10800,HOU,42.1,0.0,3.8981481481481484,0.0,-54.0,0.0,16200,1
