name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Kevon Looney,UTIL,1200,GS,8.37,3.8,6.975,3.1666666666666665,2.37,12.56,1800,0
Gary Payton,UTIL,2400,GS,13.12,6.7,5.466666666666667,2.7916666666666665,1.12,19.68,3600,0
Quinten Post,UTIL,3200,GS,15.88,8.11,4.9624999999999995,2.534375,-0.12,23.82,4800,0
Moses Moody,UTIL,2800,GS,13.12,6.64,4.685714285714285,2.371428571428571,-0.88,19.68,4200,0
Buddy Hield,UTIL,3800,GS,18.12,9.88,4.768421052631579,2.6000000000000005,-0.88,27.18,5700,0
Aaron Holiday,UTIL,1000,HOU,1.5,0.0,1.5,0.0,-5.0,0.0,1500,1
Gui Santos,UTIL,1000,GS,2.5,0.0,2.5,0.0,-5.0,0.0,1500,1
Draymond Green,UTIL,8000,GS,30.12,14.73,3.765,1.84125,-9.88,45.18,12000,0
Jimmy Butler,UTIL,10600,GS,41.88,21.51,3.9509433962264158,2.0292452830188683,-11.12,62.82,15900,0
Steven Adams,UTIL,3000,HOU,15.9,0.0,5.3,0.0,-15.0,0.0,4500,1
Stephen Curry,UTIL,12000,GS,44.62,24.26,3.718333333333333,2.021666666666667,-15.38,66.93,18000,0
Brandin Podziemski,UTIL,8200,GS,24.62,13.07,3.0024390243902443,1.5939024390243903,-16.38,36.93,12300,0
Jabari Smith,UTIL,4200,HOU,16.6,0.0,3.952380952380953,0.0,-21.0,0.0,6300,1
Tari Eason,UTIL,5000,HOU,16.7,0.0,3.34,0.0,-25.0,0.0,7500,1
Dillon Brooks,UTIL,6200,HOU,21.9,0.0,3.532258064516129,0.0,-31.0,0.0,9300,1
Fred VanVleet,UTIL,7600,HOU,29.4,0.0,3.8684210526315788,0.0,-38.0,0.0,11400,1
Jalen Green,UTIL,8800,HOU,29.0,0.0,3.2954545454545454,0.0,-44.0,0.0,13200,1
Amen Thompson,UTIL,10000,HOU,38.1,0.0,3.81,0.0,-50.0,0.0,15000,1
Alperen Sengun,UTIL,11200,HOU,47.2,0.0,4.214285714285714,0.0,-56.0,0.0,16800,1
