name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Cason Wallace,UTIL,3400,OKC,18.88,8.88,5.552941176470588,2.6117647058823534,1.88,28.32,5100,0
Nickeil Alexander-Walker,UTIL,2800,MIN,14.62,7.24,5.2214285714285715,2.585714285714286,0.62,21.93,4200,0
Aaron Wiggins,UTIL,2200,OKC,11.62,5.39,5.281818181818182,2.4499999999999997,0.62,17.43,3300,0
Isaiah Joe,UTIL,1800,OKC,8.38,4.07,4.655555555555556,2.2611111111111115,-0.62,12.57,2700,0
Donte DiVincenzo,UTIL,5000,MIN,19.62,10.7,3.9240000000000004,2.14,-5.38,29.43,7500,0
Mike Conley,UTIL,4800,MIN,18.62,9.07,3.879166666666667,1.8895833333333334,-5.38,27.93,7200,0
Kenrich Williams,UTIL,1200,OKC,3.5,0.0,2.916666666666667,0.0,-6.0,0.0,1800,1
Jalen Williams,UTIL,9600,OKC,40.38,20.88,4.20625,2.175,-7.62,60.57,14400,0
Alex Caruso,UTIL,5400,OKC,19.12,10.29,3.540740740740741,1.9055555555555552,-7.88,28.68,8100,0
Rudy Gobert,UTIL,5800,MIN,20.63,10.81,3.5568965517241375,1.8637931034482758,-8.37,30.94,8700,0
Julius Randle,UTIL,9400,MIN,38.62,20.37,4.108510638297872,2.167021276595745,-8.38,57.93,14100,0
Luguentz Dort,UTIL,4600,OKC,14.12,7.97,3.069565217391304,1.732608695652174,-8.88,21.18,6900,0
Shai Gilgeous-Alexander,UTIL,12400,OKC,52.88,28.61,4.264516129032258,2.307258064516129,-9.12,79.32,18600,0
Naz Reid,UTIL,6200,MIN,21.12,11.84,3.406451612903226,1.9096774193548387,-9.88,31.68,9300,0
Chet Holmgren,UTIL,8200,OKC,31.12,17.38,3.7951219512195125,2.1195121951219513,-9.88,46.68,12300,0
Isaiah Hartenstein,UTIL,7000,OKC,23.63,12.12,3.375714285714286,1.7314285714285713,-11.37,35.44,10500,0
Anthony Edwards,UTIL,11800,MIN,46.12,24.37,3.9084745762711863,2.0652542372881357,-12.88,69.18,17700,0
Jaden McDaniels,UTIL,7400,MIN,23.38,13.05,3.1594594594594594,1.7635135135135136,-13.62,35.07,11100,0
