name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Cameron Payne,PG/SG,3300,NY,14.94,0.0,4.527272727272727,0.0,-16.5,1
Georges Niang,PF,3300,ATL,16.47,0.0,4.990909090909091,0.0,-16.5,1
Goga Bitadze,C,3300,ORL,29.79,0.0,9.027272727272727,0.0,-16.5,1
Paul Reed,C,3300,DET,15.39,0.0,4.663636363636364,0.0,-16.5,1
Mouhamed Gueye,PF/C,3400,ATL,18.63,0.0,5.4794117647058815,0.0,-17.0,1
Cory Joseph,PG,3400,ORL,14.85,0.0,4.367647058823529,0.0,-17.0,1
Taj Gibson,C,3400,CHA,7.74,0.0,2.2764705882352945,0.0,-17.0,1
Marcus Smart,PG/SG,3500,WAS,9.09,0.0,2.597142857142857,0.0,-17.5,1
Landry Shamet,SG/SF,3500,NY,8.73,0.0,2.4942857142857147,0.0,-17.5,1
Damion Baugh,PG,3500,CHA,12.69,0.0,3.6257142857142854,0.0,-17.5,1
Caleb Houstan,SF/PF,3500,ORL,18.0,0.0,5.142857142857142,0.0,-17.5,1
Mitchell Robinson,C,3600,NY,18.72,0.0,5.2,0.0,-18.0,1
Jonathan Isaac,PF/C,3600,ORL,16.2,0.0,4.5,0.0,-18.0,1
Seth Curry,SG,3600,CHA,9.72,0.0,2.7,0.0,-18.0,1
Josh Okogie,SG/SF,3700,CHA,17.82,0.0,4.816216216216216,0.0,-18.5,1
Terance Mann,PG/SF,3800,ATL,17.91,0.0,4.713157894736842,0.0,-19.0,1
Neemias Queta,C,3800,BOS,5.31,0.0,1.3973684210526316,0.0,-19.0,1
Duncan Robinson,SG/SF,3800,MIA,13.05,0.0,3.4342105263157894,0.0,-19.0,1
TJ McConnell,PG,3800,IND,28.62,0.0,7.531578947368422,0.0,-19.0,1
Tyson Etienne,PG,3800,BKN,17.1,0.0,4.500000000000001,0.0,-19.0,1
Jaylen Sims,PG,3800,CHA,4.59,0.0,1.2078947368421054,0.0,-19.0,1
Taurean Prince,SG/SF,3800,MIL,14.49,0.0,3.8131578947368423,0.0,-19.0,1
Jalen Hood-Schifino,PG,3800,PHI,18.36,0.0,4.831578947368421,0.0,-19.0,1
Marcus Bagley,SF/PF,3800,PHI,20.61,0.0,5.423684210526316,0.0,-19.0,1
DaQuan Jeffries,SF/PF,3900,CHA,12.6,0.0,3.230769230769231,0.0,-19.5,1
Torrey Craig,PF/C,3900,BOS,5.76,0.0,1.4769230769230768,0.0,-19.5,1
Talen Horton-Tucker,PG/SG,3900,CHI,23.04,0.0,5.907692307692307,0.0,-19.5,1
Kyle Anderson,PF,3900,MIA,17.55,0.0,4.500000000000001,0.0,-19.5,1
Tosan Evbuomwan,SF/PF,3900,BKN,19.35,0.0,4.961538461538462,0.0,-19.5,1
Tyrese Martin,SG,4000,BKN,17.37,0.0,4.3425,0.0,-20.0,1
Maxwell Lewis,SF,4000,BKN,13.59,0.0,3.3975,0.0,-20.0,1
Colin Castleton,C,4000,PHI,18.63,0.0,4.6575,0.0,-20.0,1
Patrick Williams,PF,4000,CHI,15.75,0.0,3.9375,0.0,-20.0,1
Haywood Highsmith,SF/PF,4000,MIA,13.05,0.0,3.2625,0.0,-20.0,1
Max Strus,SG/SF,4100,CLE,17.64,0.0,4.302439024390244,0.0,-20.5,1
Alec Burks,PG/SG,4100,MIA,11.7,0.0,2.8536585365853657,0.0,-20.5,1
Gary Trent,SG/SF,4100,MIL,14.22,0.0,3.4682926829268292,0.0,-20.5,1
Jalen Wilson,SG/SF,4100,BKN,15.3,0.0,3.731707317073171,0.0,-20.5,1
Anthony Black,PG,4200,ORL,23.85,0.0,5.678571428571429,0.0,-21.0,1
Dariq Whitehead,SG,4200,BKN,13.5,0.0,3.2142857142857144,0.0,-21.0,1
Colby Jones,SF,4300,WAS,21.42,0.0,4.98139534883721,0.0,-21.5,1
Baylor Scheierman,SG/SF,4300,BOS,9.99,0.0,2.3232558139534887,0.0,-21.5,1
Precious Achiuwa,PF/C,4400,NY,20.61,0.0,4.684090909090909,0.0,-22.0,1
Reece Beekman,PG,4400,BKN,15.66,0.0,3.5590909090909095,0.0,-22.0,1
Zaccharie Risacher,SF/PF,4400,ATL,21.42,0.0,4.868181818181818,0.0,-22.0,1
Obi Toppin,PF/C,4400,IND,23.49,0.0,5.338636363636363,0.0,-22.0,1
Tim Hardaway,SG/SF,4400,DET,15.57,0.0,3.5386363636363636,0.0,-22.0,1
Sam Hauser,SF/PF,4500,BOS,18.63,0.0,4.14,0.0,-22.5,1
Caris LeVert,SG/SF,4500,ATL,22.77,0.0,5.0600000000000005,0.0,-22.5,1
Tristan Vukcevic,C,4500,WAS,23.76,0.0,5.28,0.0,-22.5,1
Bennedict Mathurin,SG/SF,4600,IND,26.46,0.0,5.752173913043479,0.0,-23.0,1
Ricky Council,SF/PF,4600,PHI,22.68,0.0,4.930434782608696,0.0,-23.0,1
Tidjane Salaun,PF,4700,CHA,18.54,0.0,3.9446808510638296,0.0,-23.5,1
Ryan Rollins,PG,4800,MIL,17.01,0.0,3.5437500000000006,0.0,-24.0,1
Zach Collins,C,4800,CHI,17.46,0.0,3.6375,0.0,-24.0,1
AJ Johnson,PG/SG,4900,WAS,24.84,0.0,5.06938775510204,0.0,-24.5,1
Miles McBride,PG/SG,4900,NY,16.38,0.0,3.3428571428571425,0.0,-24.5,1
Kevin Porter,PG,5000,MIL,21.24,0.0,4.248,0.0,-25.0,1
KJ Simpson,PG,5000,CHA,21.33,0.0,4.266,0.0,-25.0,1
Drew Timme,C,5000,BKN,24.84,0.0,4.968,0.0,-25.0,1
Cole Anthony,PG/SG,5100,ORL,26.73,0.0,5.241176470588235,0.0,-25.5,1
Jeff Dowtin,PG,5100,PHI,24.57,0.0,4.81764705882353,0.0,-25.5,1
Nick Smith,PG/SG,5100,CHA,19.89,0.0,3.9000000000000004,0.0,-25.5,1
Trendon Watford,PF/C,5200,BKN,25.38,0.0,4.88076923076923,0.0,-26.0,1
Luke Kornet,C,5300,BOS,17.46,0.0,3.2943396226415094,0.0,-26.5,1
Justin Champagnie,SF/PF,5500,WAS,27.36,0.0,4.974545454545455,0.0,-27.5,1
Jared Butler,PG,5700,PHI,30.78,0.0,5.4,0.0,-28.5,1
Bobby Portis,PF/C,5700,MIL,25.47,0.0,4.468421052631579,0.0,-28.5,1
Davion Mitchell,PG,5700,MIA,22.86,0.0,4.010526315789474,0.0,-28.5,1
Kevin Huerter,SG/SF,5700,CHI,28.44,0.0,4.989473684210526,0.0,-28.5,1
Kyshawn George,SF/PF,5800,WAS,21.87,0.0,3.770689655172414,0.0,-29.0,1
Matas Buzelis,PF,5800,CHI,25.74,0.0,4.437931034482759,0.0,-29.0,1
Malik Beasley,SG/SF,5800,DET,18.36,0.0,3.1655172413793102,0.0,-29.0,1
Mikal Bridges,SG/SF,5800,NY,23.49,0.0,4.05,0.0,-29.0,1
Brook Lopez,C,5900,MIL,22.41,0.0,3.7983050847457624,0.0,-29.5,1
Jusuf Nurkic,C,5900,CHA,17.37,0.0,2.94406779661017,0.0,-29.5,1
Keon Johnson,PG/SG,5900,BKN,20.43,0.0,3.4627118644067796,0.0,-29.5,1
Adem Bona,C,6000,PHI,28.62,0.0,4.77,0.0,-30.0,1
Carlton Carrington,PG/SG,6100,WAS,29.61,0.0,4.854098360655738,0.0,-30.5,1
Dennis Schroder,PG/SG,6100,DET,18.99,0.0,3.11311475409836,0.0,-30.5,1
Al Horford,PF/C,6100,BOS,17.46,0.0,2.8622950819672135,0.0,-30.5,1
Kel'el Ware,C,6200,MIA,25.29,0.0,4.079032258064515,0.0,-31.0,1
Lonnie Walker,SG/SF,6200,PHI,31.5,0.0,5.080645161290322,0.0,-31.0,1
Alexandre Sarr,C,6300,WAS,31.59,0.0,5.014285714285714,0.0,-31.5,1
Tobias Harris,PF,6300,DET,22.68,0.0,3.6,0.0,-31.5,1
Jarrett Allen,C,6400,CLE,18.72,0.0,2.925,0.0,-32.0,1
Kyle Kuzma,SF/PF,6500,MIL,21.24,0.0,3.2676923076923075,0.0,-32.5,1
Ausar Thompson,SF/PF,6700,DET,22.32,0.0,3.3313432835820898,0.0,-33.5,1
Jrue Holiday,PG/SG,6800,BOS,18.09,0.0,2.6602941176470587,0.0,-34.0,1
Andrew Wiggins,SF/PF,6800,MIA,26.55,0.0,3.9044117647058822,0.0,-34.0,1
Payton Pritchard,PG/SG,7000,BOS,26.64,0.0,3.805714285714286,0.0,-35.0,1
OG Anunoby,SF/PF,7000,NY,30.96,0.0,4.4228571428571435,0.0,-35.0,1
Jalen Duren,C,7200,DET,31.68,0.0,4.4,0.0,-36.0,1
Josh Hart,SF/PF,7400,NY,32.4,0.0,4.378378378378379,0.0,-37.0,1
Dyson Daniels,PG/SG,7600,ATL,31.59,0.0,4.156578947368421,0.0,-38.0,1
Derrick White,PG,8000,BOS,26.55,0.0,3.31875,0.0,-40.0,1
Darius Garland,PG,8000,CLE,28.08,0.0,3.51,0.0,-40.0,1
Kristaps Porzingis,C,8200,BOS,27.09,0.0,3.3036585365853655,0.0,-41.0,1
Onyeka Okongwu,C,8300,ATL,36.63,0.0,4.413253012048193,0.0,-41.5,1
Nikola Vucevic,C,8400,CHI,41.4,0.0,4.928571428571428,0.0,-42.0,1
Mark Williams,C,8500,CHA,27.9,0.0,3.2823529411764705,0.0,-42.5,1
Jalen Brunson,PG,8700,NY,34.92,0.0,4.0137931034482754,0.0,-43.5,1
Evan Mobley,PF/C,8900,CLE,30.06,0.0,3.3775280898876403,0.0,-44.5,1
Coby White,SG/SF,8900,CHI,42.39,0.0,4.762921348314607,0.0,-44.5,1
Tyler Herro,PG,9200,MIA,36.27,0.0,3.9423913043478263,0.0,-46.0,1
Bam Adebayo,PF/C,9500,MIA,36.0,0.0,3.789473684210526,0.0,-47.5,1
Trae Young,PG,9900,ATL,43.02,0.0,4.345454545454546,0.0,-49.5,1
Jayson Tatum,SF/PF,10200,BOS,34.02,0.0,3.335294117647059,0.0,-51.0,1
Cade Cunningham,PG,10500,DET,44.46,0.0,4.234285714285715,0.0,-52.5,1
Giannis Antetokounmpo,PF/C,12800,MIL,52.47,0.0,4.0992187499999995,0.0,-64.0,1
