name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Buddy Hield,UTIL,3600,GS,18.38,9.38,5.105555555555555,2.6055555555555556,0.38,27.57,5400,0
Kevon Looney,UTIL,2000,GS,9.63,4.59,4.815,2.295,-0.37,14.44,3000,0
Gary Payton,UTIL,3000,GS,14.12,7.46,4.706666666666666,2.4866666666666664,-0.88,21.18,4500,0
Gui Santos,UTIL,1000,GS,3.4,0.0,3.4,0.0,-5.0,0.0,1500,1
Moses Moody,UTIL,4000,GS,14.62,6.77,3.655,1.6925,-5.38,21.93,6000,0
Quinten Post,UTIL,4400,GS,16.12,7.31,3.6636363636363636,1.6613636363636362,-5.88,24.18,6600,0
Brandin Podziemski,UTIL,7600,GS,28.38,14.32,3.7342105263157896,1.8842105263157893,-9.62,42.57,11400,0
Draymond Green,UTIL,8600,GS,31.12,16.11,3.6186046511627907,1.8732558139534883,-11.88,46.68,12900,0
Jimmy Butler,UTIL,10200,GS,38.88,20.0,3.811764705882353,1.9607843137254901,-12.12,58.32,15300,0
Stephen Curry,UTIL,12000,GS,45.62,24.49,3.8016666666666663,2.0408333333333335,-14.38,68.43,18000,0
Steven Adams,UTIL,3400,HOU,14.4,0.0,4.23529411764706,0.0,-17.0,0.0,5100,1
Jonathan Kuminga,UTIL,5000,GS,2.8,0.0,0.5599999999999999,0.0,-25.0,0.0,7500,1
Jabari Smith,UTIL,5600,HOU,19.7,0.0,3.517857142857143,0.0,-28.0,0.0,8400,1
Tari Eason,UTIL,6000,HOU,20.7,0.0,3.4499999999999997,0.0,-30.0,0.0,9000,1
Dillon Brooks,UTIL,6400,HOU,21.0,0.0,3.28125,0.0,-32.0,0.0,9600,1
Fred VanVleet,UTIL,8000,HOU,28.0,0.0,3.5,0.0,-40.0,0.0,12000,1
Jalen Green,UTIL,9000,HOU,35.8,0.0,3.977777777777777,0.0,-45.0,0.0,13500,1
Amen Thompson,UTIL,9600,HOU,34.0,0.0,3.5416666666666665,0.0,-48.0,0.0,14400,1
Alperen Sengun,UTIL,11000,HOU,42.3,0.0,3.8454545454545452,0.0,-55.0,0.0,16500,1
