name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Nikola Jokic,C,11600,DEN,63.62,32.57,5.48448275862069,2.807758620689655,5.62,0
Jalen Duren,C,6500,DET,36.37,18.72,5.5953846153846145,2.88,3.87,0
Jalen Brunson,PG,8600,NY,46.38,24.08,5.3930232558139535,2.8,3.38,0
Cade Cunningham,PG,9700,DET,51.62,28.43,5.321649484536082,2.930927835051546,3.12,0
Ausar Thompson,SF/PF,4300,DET,22.63,11.18,5.262790697674418,2.6,1.13,0
Jamal Murray,PG/SG,7700,DEN,39.62,20.56,5.1454545454545455,2.6701298701298697,1.12,0
Karl-Anthony Towns,C,8500,NY,43.62,22.96,5.131764705882353,2.7011764705882353,1.12,0
Malik Beasley,SG/SF,4100,DET,21.12,10.34,5.151219512195123,2.521951219512195,0.62,0
Josh Hart,SF/PF,7000,NY,34.88,18.7,4.982857142857143,2.6714285714285713,-0.12,0
Dennis Schroder,PG/SG,4200,DET,20.62,10.03,4.90952380952381,2.3880952380952376,-0.38,0
Tobias Harris,PF,5800,DET,28.62,15.74,4.93448275862069,2.713793103448276,-0.38,0
Aaron Gordon,PF/C,5700,DEN,27.88,14.14,4.891228070175439,2.4807017543859646,-0.62,0
Tim Hardaway,SG/SF,4400,DET,21.12,10.46,4.800000000000001,2.3772727272727274,-0.88,0
Michael Porter,SF,5100,DEN,24.38,13.27,4.780392156862745,2.6019607843137256,-1.12,0
Mikal Bridges,SG/SF,5900,NY,28.38,14.83,4.810169491525423,2.5135593220338985,-1.12,0
Christian Braun,SG/SF,5300,DEN,24.38,12.02,4.6,2.267924528301887,-2.12,0
Russell Westbrook,PG,4800,DEN,21.38,11.51,4.454166666666667,2.3979166666666667,-2.62,0
OG Anunoby,SF/PF,6400,NY,29.12,15.43,4.55,2.4109374999999997,-2.88,0
Isaiah Stewart,C,3500,DET,12.87,6.15,3.677142857142857,1.7571428571428573,-4.63,0
Miles McBride,PG/SG,3400,NY,10.88,4.96,3.2,1.4588235294117649,-6.12,0
Mitchell Robinson,C,3800,NY,12.38,7.2,3.2578947368421054,1.8947368421052633,-6.62,0
Paul Reed,C,3400,DET,9.63,4.74,2.8323529411764707,1.3941176470588237,-7.37,0
Peyton Watson,SF/PF,3200,DEN,6.63,3.26,2.071875,1.0187499999999998,-9.37,0
Cameron Payne,PG/SG,3100,NY,6.12,2.45,1.974193548387097,0.7903225806451614,-9.38,0
Ben Simmons,C,3000,LAC,4.1,0.0,1.3666666666666667,0.0,-15.0,1
DeAndre Jordan,C,3000,DEN,4.3,0.0,1.4333333333333333,0.0,-15.0,1
Ronald Holland,SF,3000,DET,3.0,0.0,1.0,0.0,-15.0,1
Jalen Pickett,PG/SG,3000,DEN,1.5,0.0,0.5,0.0,-15.0,1
Derrick Jones,SF/PF,3100,LAC,10.3,0.0,3.3225806451612905,0.0,-15.5,1
Bogdan Bogdanovic,SG/SF,3300,LAC,14.9,0.0,4.515151515151516,0.0,-16.5,1
Nicolas Batum,PF/C,3500,LAC,15.7,0.0,4.485714285714286,0.0,-17.5,1
Kris Dunn,PG/SG,3800,LAC,16.0,0.0,4.2105263157894735,0.0,-19.0,1
Norman Powell,SG/SF,5500,LAC,27.6,0.0,5.0181818181818185,0.0,-27.5,1
Ivica Zubac,C,7900,LAC,43.6,0.0,5.518987341772152,0.0,-39.5,1
Kawhi Leonard,PF,8200,LAC,45.9,0.0,5.597560975609756,0.0,-41.0,1
James Harden,PG,8700,LAC,48.8,0.0,5.609195402298851,0.0,-43.5,1
