name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Aaron Wiggins,UTIL,2000,OKC,13.12,6.35,6.56,3.175,3.12,19.68,3000,0
Cason Wallace,UTIL,3200,OKC,16.12,8.27,5.0375000000000005,2.5843749999999996,0.12,24.18,4800,0
Nickeil Alexander-Walker,UTIL,2800,MIN,12.88,6.68,4.6,2.3857142857142857,-1.12,19.32,4200,0
Alex Caruso,UTIL,4800,OKC,21.38,10.74,4.454166666666667,2.2375,-2.62,32.07,7200,0
Jaylin Williams,UTIL,2400,OKC,6.38,3.06,2.658333333333333,1.2750000000000001,-5.62,9.57,3600,0
Luguentz Dort,UTIL,4000,OKC,14.12,8.13,3.53,2.0325,-5.88,21.18,6000,0
Shai Gilgeous-Alexander,UTIL,12000,OKC,52.88,27.73,4.406666666666667,2.3108333333333335,-7.12,79.32,18000,0
Jalen Williams,UTIL,9400,OKC,39.12,19.96,4.1617021276595745,2.123404255319149,-7.88,58.68,14100,0
Isaiah Joe,UTIL,1600,OKC,5.3,0.0,3.3125,0.0,-8.0,0.0,2400,1
Mike Conley,UTIL,5400,MIN,17.62,8.94,3.262962962962963,1.6555555555555554,-9.38,26.43,8100,0
Rudy Gobert,UTIL,7000,MIN,25.13,12.59,3.59,1.7985714285714285,-9.87,37.7,10500,0
Naz Reid,UTIL,6400,MIN,22.12,11.69,3.4562500000000003,1.8265624999999999,-9.88,33.18,9600,0
Julius Randle,UTIL,10000,MIN,39.88,20.11,3.9880000000000004,2.0109999999999997,-10.12,59.82,15000,0
Donte DiVincenzo,UTIL,6000,MIN,19.62,10.22,3.2700000000000005,1.7033333333333334,-10.38,29.43,9000,0
Anthony Edwards,UTIL,11600,MIN,47.62,24.62,4.1051724137931025,2.1224137931034486,-10.38,71.43,17400,0
Chet Holmgren,UTIL,8600,OKC,32.12,17.64,3.7348837209302324,2.0511627906976746,-10.88,48.18,12900,0
Jaden McDaniels,UTIL,7400,MIN,25.38,13.8,3.4297297297297296,1.864864864864865,-11.62,38.07,11100,0
Isaiah Hartenstein,UTIL,7800,OKC,25.87,14.2,3.316666666666667,1.8205128205128205,-13.13,38.8,11700,0
