name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Peyton Watson,UTIL,2000,DEN,9.87,4.69,4.935,2.345,-0.13,14.8,3000,0
Nikola Jokic,UTIL,13000,DEN,64.38,33.14,4.952307692307691,2.5492307692307694,-0.62,96.57,19500,0
Alex Caruso,UTIL,4800,OKC,22.88,11.59,4.766666666666667,2.4145833333333333,-1.12,34.32,7200,0
Cason Wallace,UTIL,3600,OKC,16.62,7.26,4.616666666666667,2.0166666666666666,-1.38,24.93,5400,0
Shai Gilgeous-Alexander,UTIL,11600,OKC,56.38,27.95,4.860344827586207,2.4094827586206895,-1.62,84.57,17400,0
Aaron Wiggins,UTIL,2400,OKC,10.38,4.87,4.325000000000001,2.0291666666666663,-1.62,15.57,3600,0
Luguentz Dort,UTIL,5200,OKC,22.38,10.84,4.303846153846154,2.0846153846153843,-3.62,33.57,7800,0
Isaiah Joe,UTIL,3000,OKC,10.88,5.22,3.626666666666667,1.74,-4.12,16.32,4500,0
Jalen Williams,UTIL,9400,OKC,42.38,21.63,4.508510638297873,2.301063829787234,-4.62,63.57,14100,0
Jaylin Williams,UTIL,1000,OKC,2.6,0.0,2.6,0.0,-5.0,0.0,1500,1
DeAndre Jordan,UTIL,1000,DEN,3.2,0.0,3.2,0.0,-5.0,0.0,1500,1
Michael Porter,UTIL,5600,DEN,20.88,10.55,3.728571428571428,1.8839285714285716,-7.12,31.32,8400,0
Isaiah Hartenstein,UTIL,7400,OKC,29.63,15.6,4.004054054054054,2.108108108108108,-7.37,44.44,11100,0
Jamal Murray,UTIL,9000,DEN,37.62,19.06,4.18,2.1177777777777775,-7.38,56.43,13500,0
Russell Westbrook,UTIL,6600,DEN,25.12,12.97,3.806060606060606,1.9651515151515153,-7.88,37.68,9900,0
Aaron Gordon,UTIL,7800,DEN,31.12,16.34,3.9897435897435893,2.094871794871795,-7.88,46.68,11700,0
Chet Holmgren,UTIL,8800,OKC,34.88,18.45,3.963636363636364,2.096590909090909,-9.12,52.32,13200,0
Christian Braun,UTIL,7000,DEN,25.88,12.98,3.697142857142857,1.8542857142857143,-9.12,38.82,10500,0
