name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Brandin Podziemski,PG/SG,6000,GS,35.62,17.99,5.9366666666666665,2.998333333333333,5.62,0
Draymond Green,PF/C,6300,GS,36.38,18.01,5.774603174603175,2.8587301587301592,4.88,0
Jimmy Butler,SF/PF,8000,GS,44.62,23.5,5.5775,2.9375,4.62,0
Paolo Banchero,PF,9500,ORL,51.62,27.34,5.433684210526315,2.8778947368421055,4.12,0
Ja Morant,PG,8900,MEM,47.12,23.72,5.29438202247191,2.6651685393258426,2.62,0
Franz Wagner,SF,8500,ORL,45.12,23.12,5.3082352941176465,2.72,2.62,0
Stephen Curry,PG,9300,GS,49.12,27.0,5.281720430107527,2.903225806451613,2.62,0
Wendell Carter,C,5400,ORL,27.88,14.22,5.162962962962963,2.6333333333333333,0.88,0
Zach Edey,C,5700,MEM,29.13,15.61,5.110526315789473,2.73859649122807,0.63,0
Scotty Pippen,PG,4700,MEM,23.88,12.52,5.080851063829787,2.6638297872340426,0.38,0
Moses Moody,SG/SF,4100,GS,20.88,10.31,5.092682926829268,2.514634146341464,0.38,0
Kevon Looney,C,3200,GS,15.63,7.63,4.8843749999999995,2.384375,-0.37,0
Kentavious Caldwell-Pope,SG,3800,ORL,18.62,10.1,4.8999999999999995,2.6578947368421053,-0.38,0
Desmond Bane,SG,7800,MEM,38.38,20.55,4.920512820512821,2.6346153846153846,-0.62,0
Cory Joseph,PG,3200,ORL,15.12,7.95,4.725,2.484375,-0.88,0
Gary Payton,SG/SF,3300,GS,15.38,7.79,4.660606060606061,2.3606060606060604,-1.12,0
Jaren Jackson,PF/C,7300,MEM,35.38,18.72,4.846575342465754,2.5643835616438357,-1.12,0
Vince Williams,SG/SF,3500,MEM,14.38,6.81,4.1085714285714285,1.9457142857142857,-3.12,0
Buddy Hield,SG,3800,GS,15.62,7.81,4.110526315789473,2.0552631578947365,-3.38,0
Santi Aldama,PF/C,5500,MEM,23.88,12.17,4.341818181818182,2.212727272727273,-3.62,0
Caleb Houstan,SF/PF,3000,ORL,11.12,5.08,3.706666666666666,1.6933333333333334,-3.88,0
Anthony Black,PG,4800,ORL,16.62,9.35,3.4625000000000004,1.9479166666666665,-7.38,0
Luke Kennard,SG/SF,3900,MEM,12.12,6.24,3.1076923076923073,1.6,-7.38,0
Jonathan Isaac,PF/C,3900,ORL,11.88,6.35,3.0461538461538464,1.6282051282051282,-7.62,0
Cole Anthony,PG/SG,4600,ORL,13.12,6.73,2.8521739130434782,1.4630434782608697,-9.88,0
Georges Niang,PF,3200,ATL,12.06,0.0,3.76875,0.0,-16.0,1
Mouhamed Gueye,PF/C,3200,ATL,13.23,0.0,4.134375,0.0,-16.0,1
Quinten Post,C,3500,GS,8.82,0.0,2.52,0.0,-17.5,1
Terance Mann,PG/SF,3500,ATL,13.23,0.0,3.78,0.0,-17.5,1
Vit Krejci,SG/SF,4000,ATL,9.99,0.0,2.4975,0.0,-20.0,1
Zaccharie Risacher,SF/PF,4300,ATL,17.64,0.0,4.102325581395349,0.0,-21.5,1
Caris LeVert,SG/SF,4800,ATL,21.51,0.0,4.48125,0.0,-24.0,1
Jonathan Kuminga,PF,5100,GS,7.11,0.0,1.3941176470588237,0.0,-25.5,1
Dyson Daniels,PG/SG,7000,ATL,33.12,0.0,4.731428571428571,0.0,-35.0,1
Onyeka Okongwu,C,7500,ATL,32.4,0.0,4.32,0.0,-37.5,1
Trae Young,PG,9100,ATL,42.03,0.0,4.618681318681318,0.0,-45.5,1
