name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Isaiah Joe,UTIL,1200,OKC,7.38,3.32,6.15,2.7666666666666666,1.38,11.07,1800,0
Kenrich Williams,UTIL,1600,OKC,7.62,3.49,4.7625,2.18125,-0.38,11.43,2400,0
Obi Toppin,UTIL,3600,IND,17.38,8.52,4.8277777777777775,2.3666666666666667,-0.62,26.07,5400,0
Thomas Bryant,UTIL,2000,IND,7.87,3.62,3.935,1.81,-2.13,11.8,3000,0
Ben Sheppard,UTIL,2400,IND,9.62,4.09,4.008333333333334,1.7041666666666666,-2.38,14.43,3600,0
Bennedict Mathurin,UTIL,3000,IND,12.38,6.16,4.126666666666667,2.0533333333333332,-2.62,18.57,4500,0
TJ McConnell,UTIL,4000,IND,17.12,8.25,4.28,2.0625,-2.88,25.68,6000,0
Cason Wallace,UTIL,4400,OKC,18.88,9.13,4.290909090909091,2.075,-3.12,28.32,6600,0
Jaylin Williams,UTIL,1000,OKC,1.9,0.0,1.9,0.0,-5.0,0.0,1500,1
Aaron Wiggins,UTIL,1000,OKC,8.9,0.0,8.9,0.0,-5.0,0.0,1500,1
Luguentz Dort,UTIL,4800,OKC,18.88,9.35,3.933333333333333,1.9479166666666665,-5.12,28.32,7200,0
Alex Caruso,UTIL,5400,OKC,21.38,10.46,3.959259259259259,1.9370370370370373,-5.62,32.07,8100,0
Shai Gilgeous-Alexander,UTIL,12200,OKC,54.88,29.61,4.498360655737705,2.427049180327869,-6.12,82.32,18300,0
Jalen Williams,UTIL,9800,OKC,42.38,22.02,4.3244897959183675,2.246938775510204,-6.62,63.57,14700,0
Chet Holmgren,UTIL,8800,OKC,35.38,18.52,4.0204545454545455,2.1045454545454545,-8.62,53.07,13200,0
Isaiah Hartenstein,UTIL,6400,OKC,21.37,11.35,3.3390625,1.7734374999999998,-10.63,32.06,9600,0
Andrew Nembhard,UTIL,7400,IND,25.38,13.27,3.4297297297297296,1.7932432432432432,-11.62,38.07,11100,0
Myles Turner,UTIL,8000,IND,27.38,14.42,3.4225,1.8025,-12.62,41.07,12000,0
Pascal Siakam,UTIL,9400,IND,34.12,17.85,3.6297872340425528,1.898936170212766,-12.88,51.18,14100,0
Aaron Nesmith,UTIL,7000,IND,20.62,11.33,2.9457142857142857,1.6185714285714285,-14.38,30.93,10500,0
Tyrese Haliburton,UTIL,11000,IND,40.12,21.72,3.647272727272727,1.9745454545454546,-14.88,60.18,16500,0
