name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Nick Smith,PG/SG,4000,CHA,14.72,0.0,3.68,0.0,-20.0,1
DaQuan Jeffries,SF/PF,4100,CHA,18.52,0.0,4.517073170731708,0.0,-20.5,1
Elfrid Payton,PG,4100,NO,16.72,0.0,4.078048780487805,0.0,-20.5,1
Taurean Prince,SG,4100,MIL,15.96,0.0,3.8926829268292686,0.0,-20.5,1
Keion Brooks,SF/PF,4100,NO,20.05,0.0,4.890243902439025,0.0,-20.5,1
Tidjane Salaun,PF,4200,CHA,17.48,0.0,4.161904761904761,0.0,-21.0,1
Jaxson Hayes,C,4200,LAL,18.43,0.0,4.388095238095238,0.0,-21.0,1
Dorian Finney-Smith,PF/C,4500,LAL,16.62,0.0,3.693333333333334,0.0,-22.5,1
Gary Trent,SG/SF,4500,MIL,12.06,0.0,2.68,0.0,-22.5,1
Tyrese Martin,SG,4600,BKN,11.97,0.0,2.6021739130434782,0.0,-23.0,1
Caris LeVert,SG/SF,4600,ATL,21.18,0.0,4.604347826086957,0.0,-23.0,1
Karlo Matkovic,PF/C,4700,NO,17.29,0.0,3.6787234042553187,0.0,-23.5,1
Kevin Porter,PG,4800,MIL,19.09,0.0,3.9770833333333333,0.0,-24.0,1
Zaccharie Risacher,SF/PF,4800,ATL,19.47,0.0,4.05625,0.0,-24.0,1
AJ Johnson,PG/SG,5000,WAS,21.75,0.0,4.35,0.0,-25.0,1
Ryan Rollins,PG,5000,MIL,19.29,0.0,3.858,0.0,-25.0,1
Bruce Brown,SG/SF,5100,NO,22.99,0.0,4.507843137254902,0.0,-25.5,1
Justin Champagnie,SF/PF,5200,WAS,20.23,0.0,3.8903846153846153,0.0,-26.0,1
Jusuf Nurkic,C,5300,CHA,18.43,0.0,3.4773584905660377,0.0,-26.5,1
Yves Missi,C,5300,NO,29.64,0.0,5.592452830188679,0.0,-26.5,1
KJ Simpson,PG,5400,CHA,22.32,0.0,4.133333333333334,0.0,-27.0,1
Carlton Carrington,PG/SG,5600,WAS,29.16,0.0,5.207142857142857,0.0,-28.0,1
Kyshawn George,PF,5900,WAS,22.32,0.0,3.783050847457627,0.0,-29.5,1
Jordan Poole,PG/SG,6000,WAS,26.98,0.0,4.496666666666667,0.0,-30.0,1
Bobby Portis,C,6000,MIL,22.8,0.0,3.8,0.0,-30.0,1
Alexandre Sarr,C,6200,WAS,30.68,0.0,4.948387096774193,0.0,-31.0,1
Kelly Olynyk,PF/C,6400,NO,24.22,0.0,3.784375,0.0,-32.0,1
Brook Lopez,C,6400,MIL,24.04,0.0,3.75625,0.0,-32.0,1
Jose Alvarado,PG,6500,NO,29.26,0.0,4.501538461538463,0.0,-32.5,1
Kyle Kuzma,SF/PF,6800,MIL,23.18,0.0,3.4088235294117646,0.0,-34.0,1
Dyson Daniels,PG/SG,8000,ATL,30.59,0.0,3.82375,0.0,-40.0,1
Mark Williams,C,8300,CHA,33.53,0.0,4.039759036144578,0.0,-41.5,1
Onyeka Okongwu,C,8400,ATL,33.44,0.0,3.980952380952381,0.0,-42.0,1
Austin Reaves,PG/SG,8800,LAL,34.1,0.0,3.875,0.0,-44.0,1
Miles Bridges,PF,9100,CHA,33.15,0.0,3.6428571428571423,0.0,-45.5,1
Trae Young,PG,10100,ATL,41.04,0.0,4.063366336633663,0.0,-50.5,1
LeBron James,SF/PF,10300,LAL,42.56,0.0,4.132038834951456,0.0,-51.5,1
Luka Doncic,PG,12300,LAL,46.07,0.0,3.745528455284553,0.0,-61.5,1
Giannis Antetokounmpo,PF/C,12600,MIL,55.38,0.0,4.395238095238096,0.0,-63.0,1
