name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Miles McBride,UTIL,2800,NY,14.38,7.12,5.135714285714286,2.5428571428571427,0.38,21.57,4200,0
Obi Toppin,UTIL,3600,IND,17.38,8.61,4.8277777777777775,2.3916666666666666,-0.62,26.07,5400,0
TJ McConnell,UTIL,4000,IND,18.12,9.01,4.53,2.2525,-1.88,27.18,6000,0
Ben Sheppard,UTIL,2000,IND,7.38,3.67,3.69,1.835,-2.62,11.07,3000,0
Tony Bradley,UTIL,1000,IND,9.6,0.0,9.6,0.0,-5.0,0.0,1500,1
Delon Wright,UTIL,1000,NY,2.4,0.0,2.4,0.0,-5.0,0.0,1500,1
Landry Shamet,UTIL,1000,NY,0.9,0.0,0.9,0.0,-5.0,0.0,1500,1
Aaron Nesmith,UTIL,5400,IND,21.62,11.83,4.003703703703704,2.190740740740741,-5.38,32.43,8100,0
Thomas Bryant,UTIL,1200,IND,0.4,0.0,0.33333333333333337,0.0,-6.0,0.0,1800,1
Cameron Payne,UTIL,1400,NY,0.4,0.0,0.28571428571428575,0.0,-7.0,0.0,2100,1
Andrew Nembhard,UTIL,7000,IND,27.38,14.39,3.911428571428571,2.0557142857142856,-7.62,41.07,10500,0
Pascal Siakam,UTIL,8800,IND,35.12,18.2,3.990909090909091,2.068181818181818,-8.88,52.68,13200,0
Tyrese Haliburton,UTIL,11000,IND,45.62,24.64,4.1472727272727266,2.24,-9.38,68.43,16500,0
Myles Turner,UTIL,8200,IND,31.38,15.3,3.8268292682926828,1.8658536585365855,-9.62,47.07,12300,0
Mikal Bridges,UTIL,8400,NY,32.12,15.5,3.8238095238095235,1.8452380952380953,-9.88,48.18,12600,0
Josh Hart,UTIL,7600,NY,28.12,14.7,3.7,1.9342105263157894,-9.88,42.18,11400,0
Karl-Anthony Towns,UTIL,10600,NY,42.38,21.49,3.9981132075471697,2.0273584905660376,-10.62,63.57,15900,0
Jalen Brunson,UTIL,11600,NY,46.88,24.3,4.041379310344827,2.0948275862068964,-11.12,70.32,17400,0
OG Anunoby,UTIL,8000,NY,28.12,15.23,3.515,1.90375,-11.88,42.18,12000,0
Mitchell Robinson,UTIL,6200,NY,18.87,10.46,3.0435483870967746,1.6870967741935485,-12.13,28.3,9300,0
Bennedict Mathurin,UTIL,3200,IND,8.2,0.0,2.5624999999999996,0.0,-16.0,0.0,4800,1
