name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Peyton Watson,UTIL,2800,DEN,9.62,4.91,3.4357142857142855,1.7535714285714286,-4.38,14.43,4200,0
Nikola Jokic,UTIL,13600,DEN,63.62,32.2,4.677941176470588,2.3676470588235294,-4.38,95.43,20400,0
Jalen Pickett,UTIL,1000,DEN,3.3,0.0,3.3,0.0,-5.0,0.0,1500,1
Jamal Murray,UTIL,9200,DEN,40.62,19.79,4.415217391304347,2.151086956521739,-5.38,60.93,13800,0
Russell Westbrook,UTIL,6800,DEN,26.12,13.19,3.8411764705882354,1.939705882352941,-7.88,39.18,10200,0
Christian Braun,UTIL,6600,DEN,23.12,12.49,3.503030303030303,1.8924242424242426,-9.88,34.68,9900,0
Ben Simmons,UTIL,2000,LAC,6.7,0.0,3.35,0.0,-10.0,0.0,3000,1
Michael Porter,UTIL,7400,DEN,26.88,13.64,3.6324324324324326,1.8432432432432433,-10.12,40.32,11100,0
Aaron Gordon,UTIL,7800,DEN,27.88,14.64,3.574358974358974,1.876923076923077,-11.12,41.82,11700,0
Bogdan Bogdanovic,UTIL,2400,LAC,12.0,0.0,5.0,0.0,-12.0,0.0,3600,1
Nicolas Batum,UTIL,3000,LAC,11.8,0.0,3.933333333333334,0.0,-15.0,0.0,4500,1
Derrick Jones,UTIL,3200,LAC,13.3,0.0,4.15625,0.0,-16.0,0.0,4800,1
Kris Dunn,UTIL,4000,LAC,17.5,0.0,4.375,0.0,-20.0,0.0,6000,1
Norman Powell,UTIL,7200,LAC,26.3,0.0,3.6527777777777777,0.0,-36.0,0.0,10800,1
Ivica Zubac,UTIL,9600,LAC,43.5,0.0,4.53125,0.0,-48.0,0.0,14400,1
Kawhi Leonard,UTIL,10600,LAC,44.4,0.0,4.188679245283018,0.0,-53.0,0.0,15900,1
James Harden,UTIL,11000,LAC,51.2,0.0,4.654545454545454,0.0,-55.0,0.0,16500,1
