name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Goga Bitadze,C,3400,ORL,31.87,15.9,9.373529411764705,4.676470588235294,14.87,0
TJ McConnell,PG,3700,IND,30.62,15.32,8.275675675675677,4.140540540540541,12.12,0
Jarace Walker,SF/PF,3400,IND,23.88,12.99,7.023529411764706,3.820588235294118,6.88,0
Thomas Bryant,C,3500,IND,23.88,12.38,6.822857142857143,3.5371428571428574,6.38,0
Bennedict Mathurin,SG/SF,4800,IND,29.12,15.13,6.066666666666667,3.1520833333333336,5.12,0
Obi Toppin,PF/C,4500,IND,27.38,13.72,6.084444444444444,3.048888888888889,4.88,0
Jared Butler,PG,5500,PHI,31.63,18.28,5.75090909090909,3.3236363636363637,4.13,0
Jamal Shead,PG,5300,TOR,30.62,16.51,5.777358490566038,3.1150943396226416,4.12,0
Scotty Pippen,PG,4700,MEM,27.38,13.73,5.825531914893617,2.921276595744681,3.88,0
Nikola Vucevic,C,8500,CHI,45.88,23.67,5.397647058823529,2.784705882352941,3.38,0
Ja Morant,PG,9000,MEM,48.38,23.98,5.3755555555555565,2.6644444444444444,3.38,0
Mitchell Robinson,C,3500,NY,20.63,10.63,5.894285714285714,3.0371428571428574,3.13,0
Cory Joseph,PG,3200,ORL,18.62,9.71,5.8187500000000005,3.0343750000000003,2.62,0
Talen Horton-Tucker,PG/SG,3800,CHI,21.38,11.3,5.626315789473684,2.973684210526316,2.38,0
Jonathan Mogbo,PF/C,5500,TOR,29.87,15.34,5.430909090909092,2.789090909090909,2.37,0
Jaden Hardy,PG/SG,3100,DAL,17.62,8.62,5.683870967741936,2.7806451612903222,2.12,0
Zach Edey,C,5800,MEM,31.12,15.77,5.365517241379311,2.7189655172413794,2.12,0
Nikola Jokic,C,13000,DEN,66.62,33.17,5.124615384615384,2.551538461538462,1.62,0
Matas Buzelis,PF,5600,CHI,29.62,15.84,5.289285714285715,2.8285714285714287,1.62,0
Donte DiVincenzo,PG/SG,4800,MIN,25.38,11.93,5.2875,2.4854166666666666,1.38,0
Jeff Dowtin,PG,4900,PHI,25.88,14.95,5.281632653061225,3.0510204081632653,1.38,0
Tristan da,SF/PF,3000,ORL,16.25,9.4,5.416666666666667,3.1333333333333333,1.25,0
Anthony Black,PG,4400,ORL,22.88,11.82,5.2,2.6863636363636365,0.88,0
Kevin Huerter,SG/SF,5700,CHI,29.38,15.51,5.15438596491228,2.7210526315789476,0.88,0
Drew Timme,C,4600,BKN,23.63,11.52,5.13695652173913,2.5043478260869563,0.63,0
Rudy Gobert,C,6800,MIN,34.63,17.2,5.0926470588235295,2.5294117647058822,0.63,0
Max Christie,SG/SF,3500,DAL,17.88,9.31,5.1085714285714285,2.66,0.38,0
Vince Williams,SG/SF,3300,MEM,16.88,8.92,5.115151515151515,2.703030303030303,0.38,0
Julian Phillips,SF/PF,3000,CHI,15.38,8.22,5.126666666666667,2.74,0.38,0
Mike Conley,PG,4000,MIN,20.12,10.07,5.03,2.5175,0.12,0
Aaron Nesmith,SG/SF,4400,IND,22.12,11.41,5.027272727272727,2.5931818181818183,0.12,0
Ochai Agbaji,SG/SF,4400,TOR,22.12,11.92,5.027272727272727,2.7090909090909094,0.12,0
Marcus Bagley,SF/PF,3800,PHI,18.88,10.91,4.968421052631578,2.8710526315789475,-0.12,0
Mikal Bridges,SG/SF,5800,NY,28.88,14.35,4.979310344827587,2.4741379310344827,-0.12,0
Myles Turner,C,6200,IND,30.62,16.42,4.9387096774193555,2.648387096774194,-0.38,0
Colin Castleton,C,3500,PHI,16.88,9.76,4.822857142857143,2.7885714285714283,-0.62,0
Cole Anthony,PG/SG,5100,ORL,24.88,14.07,4.878431372549019,2.758823529411765,-0.62,0
Nickeil Alexander-Walker,SG/SF,3800,MIN,18.38,9.38,4.836842105263158,2.468421052631579,-0.62,0
Desmond Bane,SG,8300,MEM,40.88,21.04,4.925301204819278,2.5349397590361447,-0.62,0
Craig Porter,PG,3500,CLE,16.75,9.68,4.785714285714286,2.765714285714286,-0.75,0
Coby White,SG/SF,8700,CHI,42.62,22.14,4.898850574712643,2.544827586206897,-0.88,0
Cameron Payne,PG/SG,3700,NY,17.62,9.1,4.762162162162163,2.459459459459459,-0.88,0
Josh Hart,SF/PF,7300,NY,35.62,17.8,4.87945205479452,2.438356164383562,-0.88,0
Julius Randle,PF/C,7300,MIN,35.38,18.36,4.846575342465754,2.515068493150685,-1.12,0
Caleb Martin,PF,3600,DAL,16.88,8.43,4.688888888888888,2.3416666666666663,-1.12,0
Davion Mitchell,PG,5800,MIA,27.88,14.75,4.8068965517241375,2.5431034482758617,-1.12,0
Patrick Williams,PF,4000,CHI,18.88,9.88,4.72,2.47,-1.12,0
Aaron Gordon,PF,6300,DEN,30.38,15.59,4.822222222222222,2.4746031746031747,-1.12,0
Anthony Edwards,SG,9700,MIN,46.88,22.99,4.832989690721649,2.370103092783505,-1.62,0
Klay Thompson,SG/SF,4800,DAL,22.38,11.59,4.6625,2.4145833333333333,-1.62,0
Naji Marshall,SF/PF,6600,DAL,31.12,15.83,4.715151515151515,2.3984848484848484,-1.88,0
Naz Reid,PF/C,5300,MIN,24.38,12.92,4.6,2.4377358490566037,-2.12,0
Santi Aldama,PF,5400,MEM,24.88,13.04,4.607407407407408,2.4148148148148145,-2.12,0
Adem Bona,C,6000,PHI,27.63,15.49,4.6049999999999995,2.5816666666666666,-2.37,0
Jalen Pickett,PG/SG,4000,DEN,17.62,8.13,4.405,2.0325,-2.38,0
Christian Braun,SG/SF,6500,DEN,29.88,15.59,4.596923076923076,2.3984615384615386,-2.62,0
Duncan Robinson,SG/SF,3600,MIA,15.38,8.29,4.272222222222222,2.3027777777777776,-2.62,0
Jamison Battle,SF,4600,TOR,20.37,10.92,4.428260869565217,2.373913043478261,-2.63,0
Quentin Grimes,PG/SG,9300,PHI,43.75,24.03,4.704301075268817,2.5838709677419356,-2.75,0
Jalen Duren,C,7400,DET,34.13,17.65,4.6121621621621625,2.385135135135135,-2.87,0
Tim Hardaway,SG/SF,4600,DET,20.12,10.1,4.373913043478261,2.1956521739130435,-2.88,0
OG Anunoby,SF/PF,6900,NY,31.62,16.3,4.582608695652174,2.3623188405797104,-2.88,0
Haywood Highsmith,SF/PF,3800,MIA,16.12,8.21,4.242105263157895,2.1605263157894736,-2.88,0
Kyle Anderson,PF,4200,MIA,17.88,9.4,4.257142857142857,2.238095238095238,-3.12,0
Max Strus,SG/SF,4300,CLE,18.38,10.03,4.274418604651163,2.3325581395348833,-3.12,0
Cade Cunningham,PG,10700,DET,49.88,26.96,4.661682242990655,2.519626168224299,-3.62,0
Isaac Okoro,SG/SF,3900,CLE,15.88,8.87,4.0717948717948715,2.2743589743589743,-3.62,0
Andrew Nembhard,PG/SG,5000,IND,21.38,11.61,4.276,2.322,-3.62,0
Jaren Jackson,PF/C,7900,MEM,35.38,18.35,4.478481012658228,2.3227848101265827,-4.12,0
Tyrese Haliburton,PG,9100,IND,41.38,22.59,4.547252747252747,2.4824175824175825,-4.12,0
Jalen Hood-Schifino,PG,3700,PHI,14.25,8.24,3.8513513513513513,2.2270270270270274,-4.25,0
Landry Shamet,SG/SF,3300,NY,12.12,6.26,3.6727272727272724,1.896969696969697,-4.38,0
Zach Collins,C,5000,CHI,20.62,9.86,4.124,1.9719999999999998,-4.38,0
Pascal Siakam,PF,7500,IND,33.12,17.85,4.4159999999999995,2.3800000000000003,-4.38,0
Anthony Davis,PF,10200,DAL,46.62,23.77,4.570588235294117,2.3303921568627453,-4.38,0
Kel'el Ware,C,6400,MIA,27.38,14.79,4.278125,2.3109375,-4.62,0
Miles McBride,PG/SG,5100,NY,20.62,10.69,4.0431372549019615,2.0960784313725487,-4.88,0
Justin Edwards,SF/PF,5400,PHI,22.12,12.91,4.0962962962962965,2.3907407407407404,-4.88,0
Tobias Harris,PF,6400,DET,26.88,14.05,4.2,2.1953125,-5.12,0
Paul Reed,C,3400,DET,11.88,6.14,3.4941176470588236,1.8058823529411765,-5.12,0
Trendon Watford,PF/C,5400,BKN,21.38,10.88,3.959259259259259,2.0148148148148146,-5.62,0
Alec Burks,PG/SG,4300,MIA,15.62,7.75,3.632558139534883,1.8023255813953487,-5.88,0
Jaden McDaniels,SF/PF,5400,MIN,21.12,11.14,3.911111111111111,2.062962962962963,-5.88,0
Spencer Dinwiddie,PG,6400,DAL,25.88,13.43,4.043749999999999,2.0984375,-6.12,0
Keon Johnson,PG/SG,5700,BKN,22.38,11.02,3.926315789473684,1.9333333333333333,-6.12,0
Tyler Herro,PG,9300,MIA,40.12,21.26,4.3139784946236555,2.286021505376344,-6.38,0
Jett Howard,SG/SF,3000,ORL,8.5,4.91,2.8333333333333335,1.6366666666666667,-6.5,0
Trevelin Queen,PG,3000,ORL,8.5,4.91,2.8333333333333335,1.6366666666666667,-6.5,0
Andrew Wiggins,SF/PF,6800,MIA,27.38,15.54,4.026470588235294,2.2852941176470587,-6.62,0
Peyton Watson,SF/PF,4800,DEN,17.38,8.54,3.620833333333333,1.7791666666666666,-6.62,0
Gary Harris,SG/SF,3000,ORL,8.25,4.34,2.75,1.4466666666666665,-6.75,0
Jalen Brunson,PG,8800,NY,37.12,19.5,4.218181818181818,2.215909090909091,-6.88,0
Caleb Houstan,SF/PF,3500,ORL,9.75,5.46,2.785714285714286,1.56,-7.75,0
Michael Porter,SF,7200,DEN,27.87,15.18,3.870833333333333,2.108333333333333,-8.13,0
Tyson Etienne,PG,3700,BKN,10.25,5.98,2.77027027027027,1.6162162162162164,-8.25,0
Malik Beasley,SG/SF,5900,DET,21.12,11.44,3.5796610169491525,1.9389830508474575,-8.38,0
Darius Garland,PG,7700,CLE,30.12,15.63,3.9116883116883114,2.02987012987013,-8.38,0
Dennis Schroder,PG/SG,6300,DET,23.12,10.96,3.66984126984127,1.7396825396825397,-8.38,0
Al Horford,PF/C,6100,BOS,22.12,11.31,3.6262295081967215,1.8540983606557377,-8.38,0
Jalen Wilson,SG/SF,3800,BKN,10.5,5.62,2.763157894736842,1.4789473684210528,-8.5,0
Jayson Tatum,SF/PF,10600,BOS,44.38,23.63,4.186792452830189,2.2292452830188676,-8.62,0
Daniel Gafford,C,6100,DAL,21.63,11.26,3.545901639344262,1.8459016393442622,-8.87,0
Bam Adebayo,PF/C,9500,MIA,38.62,20.5,4.065263157894737,2.1578947368421053,-8.88,0
Tosan Evbuomwan,SF/PF,3800,BKN,9.5,5.49,2.5,1.444736842105263,-9.5,0
Ausar Thompson,SF/PF,7000,DET,25.38,13.68,3.6257142857142854,1.9542857142857144,-9.62,0
Dean Wade,PF,3800,CLE,8.5,4.91,2.2368421052631575,1.2921052631578949,-10.5,0
Dereck Lively,C,5200,DAL,15.37,9.04,2.9557692307692305,1.7384615384615383,-10.63,0
Derrick White,PG,8100,BOS,29.5,16.04,3.641975308641975,1.9802469135802467,-11.0,0
Jonathan Isaac,PF/C,3700,ORL,6.5,3.76,1.7567567567567568,1.016216216216216,-12.0,0
Sam Hauser,SF/PF,4600,BOS,10.75,6.09,2.3369565217391304,1.3239130434782609,-12.25,0
Luke Kornet,C,5200,BOS,13.37,7.91,2.571153846153846,1.521153846153846,-12.63,0
Scottie Barnes,PG/SF,8600,TOR,30.37,15.71,3.531395348837209,1.8267441860465117,-12.63,0
PJ Washington,SF/PF,7000,DAL,22.13,10.96,3.161428571428571,1.5657142857142858,-12.87,0
Kristaps Porzingis,C,8400,BOS,28.88,15.49,3.438095238095238,1.8440476190476192,-13.12,0
Jrue Holiday,PG/SG,6900,BOS,20.5,11.66,2.971014492753623,1.6898550724637682,-14.0,0
Jamal Murray,PG/SG,8500,DEN,28.12,15.65,3.308235294117647,1.8411764705882354,-14.38,0
Enrique Freeman,PF/C,3000,IND,10.53,0.0,3.51,0.0,-15.0,1
Quenton Jackson,PG/SG,3000,IND,17.64,0.0,5.88,0.0,-15.0,1
RayJ Dennis,PG,3000,IND,12.51,0.0,4.17,0.0,-15.0,1
Johnny Furphy,SG/SF,3000,IND,11.79,0.0,3.9299999999999993,0.0,-15.0,1
Tony Bradley,C,3000,IND,14.4,0.0,4.800000000000001,0.0,-15.0,1
Javonte Green,SF/PF,3000,CLE,16.29,0.0,5.43,0.0,-15.0,1
Jaylon Tyson,SG/SF,3000,CLE,13.05,0.0,4.3500000000000005,0.0,-15.0,1
Emoni Bates,PG,3000,CLE,4.59,0.0,1.5299999999999998,0.0,-15.0,1
Tristan Thompson,C,3000,CLE,13.77,0.0,4.59,0.0,-15.0,1
Julian Strawther,SG/SF,3000,DEN,7.02,0.0,2.34,0.0,-15.0,1
Garrett Temple,SG,3000,TOR,15.93,0.0,5.31,0.0,-15.0,1
Gregory Jackson,SF/PF,3000,MEM,4.86,0.0,1.62,0.0,-15.0,1
Jordan Walsh,SG/SF,3000,BOS,6.12,0.0,2.04,0.0,-15.0,1
Jevon Carter,PG,3000,CHI,16.56,0.0,5.52,0.0,-15.0,1
Kylor Kelley,C,3100,NO,22.95,0.0,7.403225806451612,0.0,-15.5,1
