name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Malik Beasley,SG/SF,5800,DET,14.25,8.07,2.456896551724138,1.3913793103448275,-14.75,0
Pete Nance,C,3000,MIL,20.52,0.0,6.84,0.0,-15.0,1
Andre Jackson,SG/SF,3000,MIL,25.29,0.0,8.43,0.0,-15.0,1
Stanley Umude,SG,3000,MIL,21.42,0.0,7.140000000000001,0.0,-15.0,1
Pat Connaughton,SF/PF,3000,MIL,22.95,0.0,7.6499999999999995,0.0,-15.0,1
Tyler Smith,PF/C,3000,MIL,19.17,0.0,6.390000000000001,0.0,-15.0,1
Chris Livingston,C,3000,MIL,23.67,0.0,7.8900000000000015,0.0,-15.0,1
Jevon Carter,PG,3000,CHI,14.49,0.0,4.83,0.0,-15.0,1
Jamaree Bouyea,PG,3000,MIL,11.79,0.0,3.9299999999999993,0.0,-15.0,1
Reece Beekman,PG,4400,BKN,7.0,4.04,1.590909090909091,0.9181818181818182,-15.0,0
RayJ Dennis,PG,3000,IND,17.37,0.0,5.79,0.0,-15.0,1
Tony Bradley,C,3000,IND,13.5,0.0,4.5,0.0,-15.0,1
Keshad Johnson,SF,3000,MIA,12.96,0.0,4.32,0.0,-15.0,1
Josh Christopher,PG,3000,MIA,10.35,0.0,3.4499999999999997,0.0,-15.0,1
Jett Howard,SG/SF,3000,ORL,17.1,0.0,5.7,0.0,-15.0,1
Drew Peterson,PF,3000,BOS,9.09,0.0,3.0300000000000002,0.0,-15.0,1
Miles Norris,SF,3000,BOS,12.51,0.0,4.17,0.0,-15.0,1
Jordan Walsh,SG/SF,3000,BOS,10.53,0.0,3.51,0.0,-15.0,1
Tristan Thompson,C,3000,CLE,19.17,0.0,6.390000000000001,0.0,-15.0,1
Emoni Bates,PG,3000,CLE,20.61,0.0,6.87,0.0,-15.0,1
Nae'Qwan Tomlin,C,3000,CLE,18.45,0.0,6.15,0.0,-15.0,1
Luke Travers,SF,3000,CLE,17.01,0.0,5.670000000000001,0.0,-15.0,1
Johnny Furphy,SG/SF,3000,IND,17.64,0.0,5.88,0.0,-15.0,1
Enrique Freeman,PF/C,3000,IND,6.12,0.0,2.04,0.0,-15.0,1
Quenton Jackson,PG/SG,3000,IND,20.61,0.0,6.87,0.0,-15.0,1
Lindy Waters,PF,3000,DET,17.46,0.0,5.82,0.0,-15.0,1
Simone Fontecchio,PF,3000,DET,15.84,0.0,5.28,0.0,-15.0,1
Daniss Jenkins,PG,3000,DET,13.05,0.0,4.3500000000000005,0.0,-15.0,1
Garrison Mathews,SG,3000,ATL,9.0,0.0,3.0,0.0,-15.0,1
Tristan da,SF/PF,3000,ORL,16.74,0.0,5.58,0.0,-15.0,1
Gary Harris,SG/SF,3000,ORL,5.49,0.0,1.83,0.0,-15.0,1
Daeqwon Plowden,SG,3000,ATL,7.11,0.0,2.37,0.0,-15.0,1
Dominick Barlow,PF/C,3000,ATL,9.0,0.0,3.0,0.0,-15.0,1
Marcus Sasser,PG/SG,3100,DET,19.08,0.0,6.154838709677419,0.0,-15.5,1
Jalen Duren,C,7200,DET,20.12,11.19,2.7944444444444443,1.5541666666666667,-15.88,0
JT Thor,SF/PF,3200,WAS,10.62,0.0,3.3187499999999996,0.0,-16.0,1
Vit Krejci,SG/SF,3200,ATL,11.88,0.0,3.7125,0.0,-16.0,1
Ronald Holland,SF,3200,DET,14.4,0.0,4.500000000000001,0.0,-16.0,1
Alex Reese,C,3300,PHI,8.46,0.0,2.563636363636364,0.0,-16.5,1
Goga Bitadze,C,3300,ORL,19.98,0.0,6.054545454545455,0.0,-16.5,1
Cameron Payne,PG/SG,3300,NY,14.4,0.0,4.363636363636364,0.0,-16.5,1
Georges Niang,PF,3300,ATL,14.4,0.0,4.363636363636364,0.0,-16.5,1
Dalen Terry,SG/SF,3300,CHI,12.87,0.0,3.9,0.0,-16.5,1
Jaylen Martin,SF,3300,WAS,10.89,0.0,3.3,0.0,-16.5,1
Paul Reed,C,3300,DET,16.56,0.0,5.018181818181818,0.0,-16.5,1
Thomas Bryant,C,3300,IND,7.47,0.0,2.2636363636363637,0.0,-16.5,1
Javonte Green,SF/PF,3300,CLE,21.87,0.0,6.627272727272727,0.0,-16.5,1
Taj Gibson,C,3400,CHA,8.28,0.0,2.4352941176470586,0.0,-17.0,1
Delon Wright,PG,3400,NY,12.06,0.0,3.547058823529412,0.0,-17.0,1
Cory Joseph,PG,3400,ORL,12.24,0.0,3.6,0.0,-17.0,1
JD Davison,PG,3400,BOS,18.0,0.0,5.294117647058823,0.0,-17.0,1
Mouhamed Gueye,PF/C,3400,ATL,20.61,0.0,6.061764705882353,0.0,-17.0,1
Damion Baugh,PG,3500,CHA,13.59,0.0,3.8828571428571426,0.0,-17.5,1
Landry Shamet,SG/SF,3500,NY,8.19,0.0,2.34,0.0,-17.5,1
Kentavious Caldwell-Pope,SG,3500,ORL,9.81,0.0,2.802857142857143,0.0,-17.5,1
Caleb Houstan,SF/PF,3500,ORL,10.71,0.0,3.06,0.0,-17.5,1
Tobias Harris,PF,6300,DET,13.88,7.54,2.2031746031746033,1.1968253968253968,-17.62,0
Mitchell Robinson,C,3600,NY,14.04,0.0,3.9,0.0,-18.0,1
Seth Curry,SG,3600,CHA,10.35,0.0,2.875,0.0,-18.0,1
Jonathan Isaac,PF/C,3600,ORL,11.79,0.0,3.275,0.0,-18.0,1
Moussa Diabate,C,3600,CHA,16.65,0.0,4.625,0.0,-18.0,1
Jalen Brunson,PG,8700,NY,25.0,12.67,2.8735632183908044,1.4563218390804598,-18.5,0
Josh Okogie,SG/SF,3700,CHA,18.81,0.0,5.083783783783783,0.0,-18.5,1
Chuma Okeke,PF/C,3700,CLE,23.85,0.0,6.4459459459459465,0.0,-18.5,1
Jalen Hood-Schifino,PG,3800,PHI,11.25,0.0,2.960526315789474,0.0,-19.0,1
Marcus Bagley,SF/PF,3800,PHI,13.14,0.0,3.4578947368421056,0.0,-19.0,1
Tyson Etienne,PG,3800,BKN,9.18,0.0,2.4157894736842107,0.0,-19.0,1
Jaylen Sims,PG,3800,CHA,6.84,0.0,1.8,0.0,-19.0,1
Terance Mann,PG/SF,3800,ATL,15.21,0.0,4.002631578947369,0.0,-19.0,1
Neemias Queta,C,3800,BOS,19.62,0.0,5.163157894736843,0.0,-19.0,1
Terry Rozier,PG,3800,MIA,16.38,0.0,4.310526315789474,0.0,-19.0,1
Torrey Craig,PF/C,3900,BOS,20.61,0.0,5.2846153846153845,0.0,-19.5,1
Talen Horton-Tucker,PG/SG,3900,CHI,19.35,0.0,4.961538461538462,0.0,-19.5,1
DaQuan Jeffries,SF/PF,3900,CHA,15.48,0.0,3.9692307692307693,0.0,-19.5,1
Kyle Anderson,PF,3900,MIA,24.03,0.0,6.161538461538462,0.0,-19.5,1
Maxwell Lewis,SF,4000,BKN,6.93,0.0,1.7325,0.0,-20.0,1
Patrick Williams,PF,4000,CHI,15.93,0.0,3.9825,0.0,-20.0,1
Tyrese Martin,SG,4000,BKN,9.18,0.0,2.295,0.0,-20.0,1
Anthony Black,PG,4200,ORL,21.06,0.0,5.014285714285714,0.0,-21.0,1
Dariq Whitehead,SG,4200,BKN,11.61,0.0,2.7642857142857142,0.0,-21.0,1
Colby Jones,SF,4300,WAS,20.79,0.0,4.834883720930232,0.0,-21.5,1
Cade Cunningham,PG,10500,DET,30.88,16.73,2.940952380952381,1.5933333333333333,-21.62,0
Zaccharie Risacher,SF/PF,4400,ATL,18.45,0.0,4.193181818181818,0.0,-22.0,1
Tim Hardaway,SG/SF,4400,DET,11.25,0.0,2.5568181818181817,0.0,-22.0,1
Precious Achiuwa,PF/C,4400,NY,14.4,0.0,3.2727272727272725,0.0,-22.0,1
Caris LeVert,SG/SF,4500,ATL,21.15,0.0,4.699999999999999,0.0,-22.5,1
Tristan Vukcevic,C,4500,WAS,22.95,0.0,5.1,0.0,-22.5,1
Ricky Council,SF/PF,4600,PHI,12.78,0.0,2.7782608695652176,0.0,-23.0,1
Keaton Wallace,PG,4600,ATL,9.27,0.0,2.0152173913043474,0.0,-23.0,1
Aaron Nesmith,SG/SF,4600,IND,18.27,0.0,3.971739130434783,0.0,-23.0,1
Tidjane Salaun,PF,4700,CHA,19.98,0.0,4.251063829787234,0.0,-23.5,1
Ryan Rollins,PG,4800,MIL,28.08,0.0,5.85,0.0,-24.0,1
Zach Collins,C,4800,CHI,21.87,0.0,4.55625,0.0,-24.0,1
Andrew Nembhard,PG/SG,4900,IND,18.27,0.0,3.728571428571428,0.0,-24.5,1
Miles McBride,PG/SG,4900,NY,15.84,0.0,3.23265306122449,0.0,-24.5,1
AJ Johnson,PG/SG,4900,WAS,24.12,0.0,4.922448979591837,0.0,-24.5,1
KJ Simpson,PG,5000,CHA,23.4,0.0,4.68,0.0,-25.0,1
Nick Smith,PG/SG,5100,CHA,20.16,0.0,3.952941176470588,0.0,-25.5,1
Cole Anthony,PG/SG,5100,ORL,17.19,0.0,3.3705882352941177,0.0,-25.5,1
Jeff Dowtin,PG,5100,PHI,12.06,0.0,2.364705882352941,0.0,-25.5,1
Wendell Carter,C,5200,ORL,12.96,0.0,2.4923076923076923,0.0,-26.0,1
Justin Edwards,SF/PF,5400,PHI,11.7,0.0,2.1666666666666665,0.0,-27.0,1
Justin Champagnie,SF/PF,5500,WAS,27.0,0.0,4.909090909090909,0.0,-27.5,1
Guerschon Yabusele,PF/C,5600,PHI,21.42,0.0,3.825,0.0,-28.0,1
Jared Butler,PG,5700,PHI,26.82,0.0,4.705263157894737,0.0,-28.5,1
Kyshawn George,SF/PF,5800,WAS,18.54,0.0,3.196551724137931,0.0,-29.0,1
Jusuf Nurkic,C,5900,CHA,19.35,0.0,3.2796610169491527,0.0,-29.5,1
Dennis Schroder,PG/SG,6100,DET,14.31,0.0,2.3459016393442624,0.0,-30.5,1
Carlton Carrington,PG/SG,6100,WAS,26.64,0.0,4.367213114754098,0.0,-30.5,1
Lonnie Walker,SG/SF,6200,PHI,24.57,0.0,3.962903225806452,0.0,-31.0,1
Alexandre Sarr,C,6300,WAS,26.64,0.0,4.228571428571429,0.0,-31.5,1
Myles Turner,C,6400,IND,20.43,0.0,3.1921875,0.0,-32.0,1
Jarrett Allen,C,6400,CLE,15.12,0.0,2.3625,0.0,-32.0,1
Kyle Kuzma,SF/PF,6500,MIL,22.95,0.0,3.5307692307692307,0.0,-32.5,1
OG Anunoby,SF/PF,7000,NY,20.52,0.0,2.9314285714285715,0.0,-35.0,1
Josh Hart,SF/PF,7400,NY,21.78,0.0,2.9432432432432436,0.0,-37.0,1
Dyson Daniels,PG/SG,7600,ATL,19.98,0.0,2.628947368421053,0.0,-38.0,1
Onyeka Okongwu,C,8300,ATL,18.27,0.0,2.2012048192771085,0.0,-41.5,1
Franz Wagner,SF,8800,ORL,20.07,0.0,2.2806818181818183,0.0,-44.0,1
Karl-Anthony Towns,C,9800,NY,29.79,0.0,3.039795918367347,0.0,-49.0,1
Trae Young,PG,9900,ATL,24.03,0.0,2.4272727272727277,0.0,-49.5,1
Paolo Banchero,PF,10100,ORL,22.68,0.0,2.2455445544554453,0.0,-50.5,1
