name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,cpt_pts,cpt_sal,no-props
Kevon Looney,UTIL,1600,GS,9.63,4.65,6.018750000000001,2.9062500000000004,1.63,14.44,2400,0
Gary Payton,UTIL,2400,GS,13.12,6.84,5.466666666666667,2.85,1.12,19.68,3600,0
Nickeil Alexander-Walker,UTIL,2800,MIN,14.62,6.92,5.2214285714285715,2.4714285714285715,0.62,21.93,4200,0
Mike Conley,UTIL,4000,MIN,17.62,8.5,4.405,2.125,-2.38,26.43,6000,0
Moses Moody,UTIL,3200,GS,13.12,6.62,4.1,2.0687499999999996,-2.88,19.68,4800,0
Buddy Hield,UTIL,5000,GS,19.38,9.43,3.876,1.886,-5.62,29.07,7500,0
Naz Reid,UTIL,5600,MIN,22.38,11.64,3.996428571428571,2.0785714285714287,-5.62,33.57,8400,0
Jonathan Kuminga,UTIL,1200,GS,5.4,0.0,4.500000000000001,0.0,-6.0,0.0,1800,1
Anthony Edwards,UTIL,11400,MIN,50.62,26.49,4.440350877192983,2.3236842105263156,-6.38,75.93,17100,0
Stephen Curry,UTIL,11200,GS,47.88,24.88,4.275,2.221428571428571,-8.12,71.82,16800,0
Quinten Post,UTIL,3600,GS,9.62,4.86,2.672222222222222,1.35,-8.38,14.43,5400,0
Rudy Gobert,UTIL,8000,MIN,31.37,15.19,3.92125,1.89875,-8.63,47.06,12000,0
Draymond Green,UTIL,7800,GS,30.12,15.87,3.861538461538462,2.0346153846153845,-8.88,45.18,11700,0
Donte DiVincenzo,UTIL,7000,MIN,25.38,12.78,3.6257142857142854,1.8257142857142856,-9.62,38.07,10500,0
Brandin Podziemski,UTIL,7400,GS,26.38,13.45,3.5648648648648646,1.8175675675675675,-10.62,39.57,11100,0
Jimmy Butler,UTIL,10600,GS,42.12,22.62,3.973584905660377,2.1339622641509433,-10.88,63.18,15900,0
Julius Randle,UTIL,9600,MIN,37.12,20.19,3.8666666666666663,2.103125,-10.88,55.68,14400,0
Jaden McDaniels,UTIL,7600,MIN,25.38,13.27,3.3394736842105264,1.7460526315789473,-12.62,38.07,11400,0
