name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Tristan Thompson,C,3000,CLE,12.15,0.0,4.05,0.0,-15.0,1
Kylor Kelley,C,3000,NO,19.71,0.0,6.57,0.0,-15.0,1
Simone Fontecchio,PF,3000,DET,8.01,0.0,2.67,0.0,-15.0,1
Vit Krejci,SG/SF,3100,ATL,14.31,0.0,4.616129032258065,0.0,-15.5,1
Lester Quinones,SG,3100,NO,18.54,0.0,5.9806451612903215,0.0,-15.5,1
Ronald Holland,SF,3100,DET,10.17,0.0,3.2806451612903227,0.0,-15.5,1
Georges Niang,PF,3200,ATL,16.11,0.0,5.034375,0.0,-16.0,1
AJ Green,PG/SG,3200,MIL,11.97,0.0,3.740625,0.0,-16.0,1
Jamal Cain,SF,3200,NO,19.44,0.0,6.075,0.0,-16.0,1
Delon Wright,PG,3200,NY,8.37,0.0,2.615625,0.0,-16.0,1
Jeremiah Robinson-Earl,PF,3300,NO,23.4,0.0,7.090909090909091,0.0,-16.5,1
Terance Mann,PG/SF,3300,ATL,18.81,0.0,5.699999999999999,0.0,-16.5,1
Jarace Walker,SF/PF,3400,IND,8.46,0.0,2.4882352941176475,0.0,-17.0,1
Thomas Bryant,C,3500,IND,9.9,0.0,2.8285714285714287,0.0,-17.5,1
Mouhamed Gueye,PF/C,3500,ATL,15.93,0.0,4.551428571428572,0.0,-17.5,1
Chuma Okeke,PF/C,3700,CLE,7.47,0.0,2.018918918918919,0.0,-18.5,1
Elfrid Payton,PG,3900,NO,27.27,0.0,6.9923076923076914,0.0,-19.5,1
Taurean Prince,SG/SF,3900,MIL,15.39,0.0,3.946153846153847,0.0,-19.5,1
Antonio Reeves,SG/SF,4000,NO,27.0,0.0,6.75,0.0,-20.0,1
Keion Brooks,SF/PF,4100,NO,26.91,0.0,6.5634146341463415,0.0,-20.5,1
Jalen Wilson,SG/SF,4200,BKN,8.91,0.0,2.1214285714285714,0.0,-21.0,1
Gary Trent,SG/SF,4300,MIL,16.02,0.0,3.725581395348837,0.0,-21.5,1
Caris LeVert,SG/SF,4500,ATL,23.4,0.0,5.2,0.0,-22.5,1
Zaccharie Risacher,SF/PF,4600,ATL,19.89,0.0,4.323913043478261,0.0,-23.0,1
Karlo Matkovic,PF/C,4600,NO,30.87,0.0,6.710869565217392,0.0,-23.0,1
Kevin Porter,PG,4800,MIL,20.52,0.0,4.275,0.0,-24.0,1
Ryan Rollins,PG,4900,MIL,20.34,0.0,4.151020408163266,0.0,-24.5,1
Bobby Portis,PF/C,5700,MIL,24.93,0.0,4.373684210526316,0.0,-28.5,1
Brook Lopez,C,6000,MIL,24.12,0.0,4.0200000000000005,0.0,-30.0,1
Kyle Kuzma,SF/PF,6600,MIL,22.41,0.0,3.3954545454545455,0.0,-33.0,1
Dyson Daniels,PG/SG,7800,ATL,32.49,0.0,4.165384615384616,0.0,-39.0,1
Onyeka Okongwu,C,8400,ATL,35.64,0.0,4.242857142857143,0.0,-42.0,1
Trae Young,PG,9900,ATL,44.91,0.0,4.536363636363636,0.0,-49.5,1
Giannis Antetokounmpo,PF/C,12700,MIL,50.67,0.0,3.9897637795275593,0.0,-63.5,1
