name,pos,salary,team,fpts,e_fpts,fpts/$,e_fpts/$,value,no-props
Ty Jerome,PG,4700,CLE,35.88,18.05,7.63404255319149,3.8404255319148937,12.38,0
Precious Achiuwa,PF/C,3300,NY,28.62,14.45,8.672727272727274,4.378787878787879,12.12,0
Sam Merrill,SG,3300,CLE,23.38,11.88,7.084848484848485,3.6000000000000005,6.88,0
De'Andre Hunter,SF/PF,4300,CLE,27.62,14.39,6.423255813953489,3.3465116279069766,6.12,0
Zach Edey,C,5500,MEM,31.38,15.4,5.705454545454546,2.8,3.88,0
Donte DiVincenzo,PG/SG,4500,MIN,26.38,12.57,5.862222222222222,2.7933333333333334,3.88,0
Craig Porter,PG,3000,CLE,18.38,9.78,6.126666666666667,3.26,3.38,0
Dean Wade,PF,3000,CLE,18.38,8.92,6.126666666666667,2.9733333333333336,3.38,0
Cameron Payne,PG/SG,3100,NY,18.62,9.23,6.006451612903226,2.97741935483871,3.12,0
Vince Williams,SG/SF,3400,MEM,19.62,9.42,5.770588235294118,2.7705882352941176,2.62,0
Myles Turner,C,6300,IND,34.12,17.86,5.415873015873015,2.8349206349206346,2.62,0
Mike Conley,PG,3600,MIN,20.12,10.72,5.588888888888889,2.977777777777778,2.12,0
TJ McConnell,PG,3700,IND,20.62,10.68,5.5729729729729724,2.8864864864864863,2.12,0
Scotty Pippen,PG,4700,MEM,25.38,12.18,5.3999999999999995,2.5914893617021275,1.88,0
Rudy Gobert,C,6700,MIN,34.63,18.0,5.168656716417911,2.6865671641791042,1.13,0
Ja Morant,PG,9000,MEM,46.12,23.05,5.124444444444444,2.5611111111111113,1.12,0
Karl-Anthony Towns,C,9700,NY,49.62,26.06,5.115463917525773,2.6865979381443297,1.12,0
Miles McBride,PG/SG,5000,NY,25.88,12.33,5.176,2.4659999999999997,0.88,0
Isaac Okoro,SG/SF,3200,CLE,16.88,8.88,5.2749999999999995,2.775,0.88,0
Jalen Brunson,PG,8800,NY,44.88,23.67,5.1000000000000005,2.6897727272727274,0.88,0
Mikal Bridges,SG/SF,5700,NY,28.88,15.87,5.066666666666666,2.784210526315789,0.38,0
Nickeil Alexander-Walker,SG/SF,3400,MIN,17.12,9.06,5.035294117647059,2.6647058823529415,0.12,0
Naz Reid,PF/C,5200,MIN,25.88,13.48,4.976923076923077,2.5923076923076924,-0.12,0
Anthony Edwards,SG,9500,MIN,46.88,24.68,4.934736842105264,2.597894736842105,-0.62,0
Julius Randle,PF/C,7200,MIN,35.12,19.4,4.877777777777777,2.694444444444444,-0.88,0
Bennedict Mathurin,SG/SF,4800,IND,22.88,12.26,4.766666666666667,2.5541666666666667,-1.12,0
Drew Timme,C,4600,BKN,21.63,12.12,4.702173913043478,2.634782608695652,-1.37,0
Landry Shamet,SG/SF,3200,NY,14.12,7.41,4.4125,2.315625,-1.88,0
Obi Toppin,PF/C,4600,IND,21.12,10.18,4.591304347826087,2.2130434782608694,-1.88,0
Aaron Nesmith,SG/SF,4500,IND,20.62,10.85,4.582222222222223,2.411111111111111,-1.88,0
Maxwell Lewis,SF,3800,BKN,16.88,8.57,4.442105263157895,2.2552631578947366,-2.12,0
Andrew Nembhard,PG/SG,5000,IND,22.88,11.93,4.5760000000000005,2.386,-2.12,0
Trendon Watford,PF/C,5400,BKN,24.62,11.88,4.559259259259259,2.2,-2.38,0
Santi Aldama,PF,5300,MEM,23.88,12.66,4.505660377358491,2.388679245283019,-2.62,0
Tim Hardaway,SG/SF,4500,DET,19.12,9.62,4.248888888888889,2.1377777777777776,-3.38,0
Jaden McDaniels,SF/PF,5100,MIN,22.12,11.79,4.337254901960784,2.3117647058823527,-3.38,0
Cade Cunningham,PG,10500,DET,48.88,24.51,4.655238095238095,2.3342857142857145,-3.62,0
Reece Beekman,PG,4300,BKN,17.62,10.19,4.097674418604652,2.369767441860465,-3.88,0
Pascal Siakam,PF,7600,IND,34.12,18.25,4.489473684210526,2.401315789473684,-3.88,0
Ziaire Williams,SF,4400,BKN,17.88,9.08,4.063636363636363,2.063636363636364,-4.12,0
Isaiah Stewart,C,4800,DET,19.88,9.03,4.141666666666667,1.8812499999999999,-4.12,0
Dariq Whitehead,SG,4100,BKN,16.12,9.02,3.931707317073171,2.1999999999999997,-4.38,0
Luke Kennard,SG/SF,3300,MEM,12.12,6.51,3.6727272727272724,1.9727272727272727,-4.38,0
Tosan Evbuomwan,SF/PF,4000,BKN,15.62,9.03,3.905,2.2575,-4.38,0
Jalen Duren,C,7300,DET,31.87,15.75,4.365753424657534,2.1575342465753424,-4.63,0
Desmond Bane,SG,8300,MEM,36.38,19.19,4.3831325301204815,2.3120481927710843,-5.12,0
Tyrese Haliburton,PG,9200,IND,40.38,21.58,4.389130434782609,2.3456521739130434,-5.62,0
Malik Beasley,SG/SF,5900,DET,23.62,11.74,4.003389830508475,1.9898305084745764,-5.88,0
Jaren Jackson,PF/C,7900,MEM,33.38,18.05,4.225316455696203,2.2848101265822787,-6.12,0
Ausar Thompson,SF/PF,6700,DET,26.38,13.58,3.9373134328358206,2.026865671641791,-7.12,0
Tobias Harris,PF,6400,DET,24.38,13.03,3.8093749999999997,2.0359375,-7.62,0
Nic Claxton,C,6000,BKN,22.37,11.71,3.7283333333333335,1.9516666666666669,-7.63,0
Tyson Etienne,PG,3900,BKN,11.5,6.57,2.948717948717949,1.6846153846153846,-8.0,0
Keon Johnson,PG/SG,5900,BKN,21.38,11.01,3.623728813559322,1.8661016949152542,-8.12,0
Dennis Schroder,PG/SG,6200,DET,21.62,10.56,3.4870967741935486,1.703225806451613,-9.38,0
Jarrett Allen,C,6500,CLE,20.87,10.92,3.210769230769231,1.6800000000000002,-11.63,0
Luke Travers,SF,3000,CLE,5.58,0.0,1.86,0.0,-15.0,1
Javonte Green,SF/PF,3000,CLE,11.43,0.0,3.81,0.0,-15.0,1
Jaylon Tyson,SG/SF,3000,CLE,12.78,0.0,4.26,0.0,-15.0,1
